"","survey_time","correlation_id","gender","age","municipal_size","education","ideology","support_oppose","political_interest","false1_acc","false1_bias","false1_trust","false1_favor","false2_acc","false2_bias","false2_trust","false2_favor","true1_acc","true1_bias","true1_trust","true1_favor","true2_acc","true2_bias","true2_trust","true2_favor","true3_acc","true3_bias","true3_trust","true3_favor","Traditional.media","Social.media","Journalists","Scientists","Fact.checkers","University.Professors","P.L.Government","HL1_partisan_left_acc","HL1_partisan_left_bias","HL1_partisan_left_trust","HL1_partisan_left_favor","HL2_partisan_left_acc","HL2_partisan_left_bias","HL2_partisan_left_trust","HL2_partisan_left_favor","HL3_partisan_left_acc","HL3_partisan_left_bias","HL3_partisan_left_trust","HL3_partisan_left_favor","HL4_partisan_left_acc","HL4_partisan_left_bias","HL4_partisan_left_trust","HL4_partisan_left_favor","HL5_partisan_left_acc","HL5_partisan_left_bias","HL5_partisan_left_trust","HL5_partisan_left_favor","HL6_partisan_left_acc","HL6_partisan_left_bias","HL6_partisan_left_trust","HL6_partisan_left_favor","HL1_partisan_right_acc","HL1_partisan_right_bias","HL1_partisan_right_trust","HL1_partisan_right_favor","HL2_partisan_right_acc","HL2_partisan_right_bias","HL2_partisan_right_trust","HL2_partisan_right_favor","HL3_partisan_right_acc","HL3_partisan_right_bias","HL3_partisan_right_trust","HL3_partisan_right_favor","HL4_partisan_right_acc","HL4_partisan_right_bias","HL4_partisan_right_trust","HL4_partisan_right_favor","HL5_partisan_right_acc","HL5_partisan_right_bias","HL5_partisan_right_trust","HL5_partisan_right_favor","HL6_partisan_right_acc","HL6_partisan_right_bias","HL6_partisan_right_trust","HL6_partisan_right_favor","HL1_fake_acc","HL1_fake_bias","HL1_fake_trust","HL1_fake_favor","HL2_fake_acc","HL2_fake_bias","HL2_fake_trust","HL2_fake_favor","HL3_fake_acc","HL3_fake_bias","HL3_fake_trust","HL3_fake_favor","HL4_fake_acc","HL4_fake_bias","HL4_fake_trust","HL4_fake_favor","HL5_fake_acc","HL5_fake_bias","HL5_fake_trust","HL5_fake_favor","HL1_mainstr_left_acc","HL1_mainstr_left_bias","HL1_mainstr_left_trust","HL1_mainstr_left_favor","HL2_mainstr_left_acc","HL2_mainstr_left_bias","HL2_mainstr_left_trust","HL2_mainstr_left_favor","HL3_mainstr_left_acc","HL3_mainstr_left_bias","HL3_mainstr_left_trust","HL3_mainstr_left_favor","HL4_mainstr_left_acc","HL4_mainstr_left_bias","HL4_mainstr_left_trust","HL4_mainstr_left_favor","HL5_mainstr_left_acc","HL5_mainstr_left_bias","HL5_mainstr_left_trust","HL5_mainstr_left_favor","HL6_mainstr_left_acc","HL6_mainstr_left_bias","HL6_mainstr_left_trust","HL6_mainstr_left_favor","HL7_mainstr_left_acc","HL7_mainstr_left_bias","HL7_mainstr_left_trust","HL7_mainstr_left_favor","HL8_mainstr_left_acc","HL8_mainstr_left_bias","HL8_mainstr_left_trust","HL8_mainstr_left_favor","HL1_mainstr_right_acc","HL1_mainstr_right_bias","HL1_mainstr_right_trust","HL1_mainstr_right_favor","HL2_mainstr_right_acc","HL2_mainstr_right_bias","HL2_mainstr_right_trust","HL2_mainstr_right_favor","HL3_mainstr_right_acc","HL3_mainstr_right_bias","HL3_mainstr_right_trust","HL3_mainstr_right_favor","HL4_mainstr_right_acc","HL4_mainstr_right_bias","HL4_mainstr_right_trust","HL4_mainstr_right_favor","HL5_mainstr_right_acc","HL5_mainstr_right_bias","HL5_mainstr_right_trust","HL5_mainstr_right_favor","HL6_mainstr_right_acc","HL6_mainstr_right_bias","HL6_mainstr_right_trust","HL6_mainstr_right_favor","clicked","condition","comment_count","like_count","duration","treatment.exposure.question","MAGNAPOLONIA.ORG","WMERITUM.PL","POLSATNEWS.PL","PAP.PL","KONKRET24.TVN24.PL","TRUDAT.PL","FAKEHUNTER.PAP.PL","FAKENEWS.PL","misp","skept","trust","tr_medialit","tr_factcheck","tr_coverage","tr_all","visit_fact","visit_fake","visit_news","visit_medialit","hyperpartisan","mainstream","false","mani_check_pass"
"164","10/6/22 22:22",55939539,2,21.5,4,3,0,0,3,3,3,2,2,2,3,2,1,3,1,3,1,3,3,3,2,3,3,3,2,1,2,3,7,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,";KONKRET24.TVN24.PL=>Yes;MAGNAPOLONIA.ORG=>No;FAKENEWS.PL=>Yes;WMERITUM.PL=>Yes;POLSATNEWS.PL=>No;PAP.PL=>Yes;FAKEHUNTER.PAP.PL=>Yes;TRUDAT.PL=>Yes",7,0,0,641,2,0,1,0,1,1,1,1,1,2.5,2,3.57142857142857,NA,"2",NA,"4",2,1,1,2,3.5,2,3.5,1
"165","10/6/22 22:14",20556672,2,21.5,4,5,4,1,3,1,2,1,2,1,1,1,1,2,2,2,2,1,2,1,2,1,1,1,1,2,3,3,4,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";KONKRET24.TVN24.PL=>No;POLSATNEWS.PL=>No;PAP.PL=>No;FAKENEWS.PL=>No;WMERITUM.PL=>No;TRUDAT.PL=>No;MAGNAPOLONIA.ORG=>No;FAKEHUNTER.PAP.PL=>No",7,0,0,632,2,0,0,0,0,0,0,0,0,1,3.66666666666667,3,NA,"2",NA,"4",0,0,0,0,3,2,3,1
"166","10/6/22 22:03",28155366,2,39.5,1,2,5,3,2,3,3,3,1,2,4,2,3,3,3,3,3,2,3,1,3,4,2,4,2,4,3,4,5,5,5,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,4,";POLSATNEWS.PL=>Yes;FAKENEWS.PL=>Yes;PAP.PL=>No;FAKEHUNTER.PAP.PL=>Yes;MAGNAPOLONIA.ORG=>No;WMERITUM.PL=>No;KONKRET24.TVN24.PL=>Yes;TRUDAT.PL=>Yes",2,0,3,728,2,0,0,1,0,1,1,1,1,2.5,2,4.14285714285714,NA,NA,"2","2",2,0,1,2,3,1,3,1
"167","10/6/22 21:47",53164579,1,39.5,4,1,2,2,3,2,3,2,3,1,3,2,4,3,1,4,1,3,1,4,1,3,4,4,3,4,2,3,5,6,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,";TRUDAT.PL=>Yes;FAKEHUNTER.PAP.PL=>Yes;FAKENEWS.PL=>Yes;POLSATNEWS.PL=>No;MAGNAPOLONIA.ORG=>No;WMERITUM.PL=>No;KONKRET24.TVN24.PL=>No;PAP.PL=>No",10,0,0,521,0,0,0,0,0,0,1,1,1,1.5,2,3.85714285714286,"0","0","0","0",1,0,0,2,4,2,3,1
"168","10/6/22 21:46",91832427,2,49.5,3,3,5,5,1,1,4,1,1,1,4,1,1,3,3,2,3,1,4,1,4,2,4,1,1,2,3,3,5,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,";PAP.PL=>No;FAKENEWS.PL=>No;MAGNAPOLONIA.ORG=>No;FAKEHUNTER.PAP.PL=>No;KONKRET24.TVN24.PL=>No;POLSATNEWS.PL=>Yes;TRUDAT.PL=>No;WMERITUM.PL=>Yes",7,8,7,1249,2,0,1,1,0,0,0,0,0,1,3,2.85714285714286,NA,"2",NA,"4",0,1,1,0,4,1,4,1
"169","10/6/22 21:14",67156030,2,49.5,1,3,4,4,1,2,1,3,3,1,3,3,2,3,2,2,2,3,2,1,3,1,3,2,4,4,4,4,3,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,NA,NA,NA,NA,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";FAKENEWS.PL=>Yes;TRUDAT.PL=>Yes;POLSATNEWS.PL=>No;WMERITUM.PL=>No;FAKEHUNTER.PAP.PL=>Yes;KONKRET24.TVN24.PL=>Yes;PAP.PL=>No;MAGNAPOLONIA.ORG=>No",2,0,1,322,1,0,0,0,0,1,1,1,1,1.5,2.66666666666667,4.14285714285714,NA,NA,"2","2",2,0,0,2,2,2.5,2.5,0
"170","10/6/22 21:11",77122894,2,29.5,2,5,5,5,3,1,4,1,3,1,3,1,3,3,3,4,1,2,2,2,3,3,3,3,3,3,4,3,5,6,4,1,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,";TRUDAT.PL=>Yes;PAP.PL=>Yes;MAGNAPOLONIA.ORG=>Yes;KONKRET24.TVN24.PL=>Yes;POLSATNEWS.PL=>Yes;KONKRET24.TVN24.PL=>Yes;MAGNAPOLONIA.ORG=>No;MAGNAPOLONIA.ORG=>Yes;FAKENEWS.PL=>Yes;FAKEHUNTER.PAP.PL=>Yes;FAKEHUNTER.PAP.PL=>Yes;WMERITUM.PL=>No",2,0,1,438,1,1,0,1,1,1,1,1,1,1,2.33333333333333,3.71428571428571,NA,NA,"2","2",2,1,2,2,3,2.5,3,0
"171","10/6/22 21:07",45640037,2,49.5,4,3,5,5,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,2,3,2,3,2,2,4,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,";FAKEHUNTER.PAP.PL=>No;TRUDAT.PL=>No;FAKENEWS.PL=>No;POLSATNEWS.PL=>No;MAGNAPOLONIA.ORG=>;MAGNAPOLONIA.ORG=>No;WMERITUM.PL=>No;KONKRET24.TVN24.PL=>No;PAP.PL=>No;PAP.PL=>No;MAGNAPOLONIA.ORG=>No",1,0,0,1052,1,0,0,0,0,0,0,0,0,2,2.33333333333333,2.71428571428571,NA,NA,"1","1",0,0,0,0,2,3,3,1
"172","10/6/22 20:52",19477910,2,49.5,5,4,1,0,4,2,2,2,2,2,2,1,1,3,1,3,2,2,2,2,2,3,2,3,2,4,4,4,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,4,NA,NA,NA,NA,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,";POLSATNEWS.PL=>Yes;MAGNAPOLONIA.ORG=>Yes;KONKRET24.TVN24.PL=>No;TRUDAT.PL=>No;FAKEHUNTER.PAP.PL=>No;PAP.PL=>Yes;FAKENEWS.PL=>No;WMERITUM.PL=>Yes;POLSATNEWS.PL=>Yes",7,0,0,464,2,1,1,1,1,0,0,0,0,2,2.33333333333333,3.57142857142857,NA,"2",NA,"4",0,2,2,0,4,4,1,1
"173","10/6/22 20:46",60780998,1,21.5,1,3,5,5,2,3,3,1,3,2,2,2,2,3,2,2,3,3,3,2,2,3,3,2,3,3,3,2,3,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";PAP.PL=>No;FAKENEWS.PL=>Yes;TRUDAT.PL=>Yes;MAGNAPOLONIA.ORG=>Yes;FAKEHUNTER.PAP.PL=>Yes;WMERITUM.PL=>Yes;KONKRET24.TVN24.PL=>Yes;POLSATNEWS.PL=>Yes",8,0,0,384,1,1,1,1,0,1,1,1,1,2.5,2,2.85714285714286,"1",NA,NA,"5",2,2,1,2,3,1.5,3.5,1
"174","10/6/22 20:44",70908633,1,29.5,4,3,3,2,2,1,3,1,3,1,1,1,1,3,2,4,2,4,3,3,4,3,3,3,3,2,1,2,5,4,6,2,NA,NA,NA,NA,3,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,";MAGNAPOLONIA.ORG=>No;FAKEHUNTER.PAP.PL=>No;FAKENEWS.PL=>Yes;PAP.PL=>No;TRUDAT.PL=>Yes;KONKRET24.TVN24.PL=>Yes;WMERITUM.PL=>Yes;POLSATNEWS.PL=>Yes",5,0,0,810,1,0,1,1,0,1,1,0,1,1,1.66666666666667,3.14285714285714,NA,"1",NA,"3",2,1,1,1,4,1.5,3.5,1
"175","10/6/22 20:43",12222947,1,29.5,5,1,4,0,3,1,3,1,1,3,2,2,3,1,3,3,3,1,3,3,2,2,2,2,2,2,2,4,5,4,3,1,NA,NA,NA,NA,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";MAGNAPOLONIA.ORG=>No;KONKRET24.TVN24.PL=>No;POLSATNEWS.PL=>Yes;WMERITUM.PL=>Yes;TRUDAT.PL=>No;PAP.PL=>No;FAKEHUNTER.PAP.PL=>Yes;FAKENEWS.PL=>Yes",7,0,0,617,2,0,1,1,0,0,0,1,1,2,3.66666666666667,3,NA,"2",NA,"4",0,1,1,2,2,2,3,1
"176","10/6/22 20:43",19305702,2,49.5,4,3,6,0,4,2,2,2,1,2,1,1,1,2,1,2,1,1,1,1,1,3,1,3,2,1,2,2,4,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";TRUDAT.PL=>No;KONKRET24.TVN24.PL=>No;MAGNAPOLONIA.ORG=>No;PAP.PL=>No;WMERITUM.PL=>No;FAKEHUNTER.PAP.PL=>No;FAKENEWS.PL=>No;POLSATNEWS.PL=>No",2,0,0,1197,2,0,0,0,0,0,0,0,0,2,3,2.14285714285714,NA,NA,"2","2",0,0,0,0,4,3.5,4,1
"177","10/6/22 20:42",26922366,2,39.5,5,6,2,0,3,2,4,1,4,1,2,1,3,4,1,4,1,2,3,2,3,2,2,1,2,2,3,4,6,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";PAP.PL=>Yes;MAGNAPOLONIA.ORG=>No;POLSATNEWS.PL=>Yes;KONKRET24.TVN24.PL=>Yes;WMERITUM.PL=>No;FAKENEWS.PL=>Yes;FAKEHUNTER.PAP.PL=>Yes;TRUDAT.PL=>Yes",2,0,0,741,1,0,0,1,1,1,1,1,1,1.5,2.33333333333333,3.71428571428571,NA,NA,"2","2",2,0,2,2,4,3,4,0
"178","10/6/22 20:39",98645167,2,49.5,5,5,1,0,4,4,1,4,1,1,1,2,1,2,4,1,4,1,4,1,3,2,2,4,1,2,5,3,6,6,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";MAGNAPOLONIA.ORG=>Yes;FAKEHUNTER.PAP.PL=>No;FAKENEWS.PL=>Yes;TRUDAT.PL=>No;POLSATNEWS.PL=>Yes;KONKRET24.TVN24.PL=>Yes;WMERITUM.PL=>Yes;PAP.PL=>No",1,0,1,845,1,1,1,1,0,1,0,0,1,2.5,3.33333333333333,3.85714285714286,NA,NA,"1","1",1,2,1,1,4,3,3,1
"179","10/6/22 20:37",48660146,2,21.5,4,3,4,3,2,3,3,3,3,1,3,1,1,4,1,4,3,3,3,3,3,3,2,3,2,4,4,4,6,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";FAKENEWS.PL=>;FAKENEWS.PL=>Yes;FAKEHUNTER.PAP.PL=>No;TRUDAT.PL=>No;PAP.PL=>Yes;WMERITUM.PL=>No;MAGNAPOLONIA.ORG=>No;POLSATNEWS.PL=>No;KONKRET24.TVN24.PL=>No;FAKENEWS.PL=>Yes",2,0,0,694,1,0,0,0,1,0,0,0,1,2,1.66666666666667,4.28571428571429,NA,NA,"2","2",0,0,1,1,2.5,2,2.5,0
"180","10/6/22 20:37",74623761,1,39.5,4,6,7,6,4,4,3,4,3,1,3,2,2,3,3,3,4,3,4,4,4,3,3,3,4,4,5,4,4,5,5,6,NA,NA,NA,NA,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,";TRUDAT.PL=>No;FAKEHUNTER.PAP.PL=>Yes;WMERITUM.PL=>No;PAP.PL=>No;POLSATNEWS.PL=>No;FAKENEWS.PL=>No;KONKRET24.TVN24.PL=>No;MAGNAPOLONIA.ORG=>No",2,0,0,475,2,0,0,0,0,0,0,1,0,2.5,2,4.71428571428571,NA,NA,"2","2",0,0,0,1,2.5,1.5,2,1
"181","10/6/22 20:33",90040700,1,39.5,4,6,6,0,2,3,2,3,2,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,1,2,4,2,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,NA,NA,NA,NA,";FAKENEWS.PL=>Yes;FAKEHUNTER.PAP.PL=>Yes;WMERITUM.PL=>Yes;POLSATNEWS.PL=>No;MAGNAPOLONIA.ORG=>Yes;KONKRET24.TVN24.PL=>Yes;TRUDAT.PL=>Yes;PAP.PL=>Yes",1,0,8,521,1,1,1,0,1,1,1,1,1,3,2.33333333333333,2.14285714285714,NA,NA,"1","1",2,2,1,2,1.5,2.5,2.5,1
