"","correlation_id","gender","age","education","residency","birth_place","party","political_interest","ATTN","False1_acc","False1_bias","False1_trust","False1_favor","False2_acc","False2_bias","False2_trust","False2_favor","True1_acc","True1_bias","True1_trust","True1_favor","True2_acc","True2_bias","True2_trust","True2_favor","True3_acc","True3_bias","True3_trust","True3_favor","lagacy_media","social_media","journalist","scientist","factchecker","uni_professor","government","HL1_partisan_democracy_acc","HL1_partisan_democracy_bias","HL1_partisan_democracy_trust","HL1_partisan_democracy_favor","HL2_partisan_democracy_acc","HL2_partisan_democracy_bias","HL2_partisan_democracy_trust","HL2_partisan_democracy_favor","HL3_partisan_democracy_acc","HL3_partisan_democracy_bias","HL3_partisan_democracy_trust","HL3_partisan_democracy_favor","HL4_partisan_democracy_acc","HL4_partisan_democracy_bias","HL4_partisan_democracy_trust","HL4_partisan_democracy_favor","HL5_partisan_democracy_acc","HL5_partisan_democracy_bias","HL5_partisan_democracy_trust","HL5_partisan_democracy_favor","HL6_partisan_democracy_acc","HL6_partisan_democracy_bias","HL6_partisan_democracy_trust","HL6_partisan_democracy_favor","HL1_partisan_Beijing_acc","HL1_partisan_Beijing_bias","HL1_partisan_Beijing_trust","HL1_partisan_Beijing_favor","HL2_partisan_Beijing_acc","HL2_partisan_Beijing_bias","HL2_partisan_Beijing_trust","HL2_partisan_Beijing_favor","HL3_partisan_Beijing_acc","HL3_partisan_Beijing_bias","HL3_partisan_Beijing_trust","HL3_partisan_Beijing_favor","HL4_partisan_Beijing_acc","HL4_partisan_Beijing_bias","HL4_partisan_Beijing_trust","HL4_partisan_Beijing_favor","HL5_partisan_Beijing_acc","HL5_partisan_Beijing_bias","HL5_partisan_Beijing_trust","HL5_partisan_Beijing_favor","HL6_partisan_Beijing_acc","HL6_partisan_Beijing_bias","HL6_partisan_Beijing_trust","HL6_partisan_Beijing_favor","HL1_fake_democracy_acc","HL1_fake_democracy_bias","HL1_fake_democracy_trust","HL1_fake_democracy_favor","HL2_fake_democracy_acc","HL2_fake_democracy_bias","HL2_fake_democracy_trust","HL2_fake_democracy_favor","HL3_fake_democracy_acc","HL3_fake_democracy_bias","HL3_fake_democracy_trust","HL3_fake_democracy_favor","HL4_fake_democracy_acc","HL4_fake_democracy_bias","HL4_fake_democracy_trust","HL4_fake_democracy_favor","HL5_fake_democracy_acc","HL5_fake_democracy_bias","HL5_fake_democracy_trust","HL5_fake_democracy_favor","HL6_fake_democracy_acc","HL6_fake_democracy_bias","HL6_fake_democracy_trust","HL6_fake_democracy_favor","HL1_fake_Beijng_acc","HL1_fake_Beijng_bias","HL1_fake_Beijng_trust","HL1_fake_Beijng_favor","HL2_fake_Beijng_acc","HL2_fake_Beijng_bias","HL2_fake_Beijng_trust","HL2_fake_Beijng_favor","HL3_fake_Beijng_acc","HL3_fake_Beijng_bias","HL3_fake_Beijng_trust","HL3_fake_Beijng_favor","HL4_fake_Beijng_acc","HL4_fake_Beijng_bias","HL4_fake_Beijng_trust","HL4_fake_Beijng_favor","HL5_fake_Beijng_acc","HL5_fake_Beijng_bias","HL5_fake_Beijng_trust","HL5_fake_Beijng_favor","HL6_fake_Beijng_acc","HL6_fake_Beijng_bias","HL6_fake_Beijng_trust","HL6_fake_Beijng_favor","HL1_acc_democracy_acc","HL1_acc_democracy_bias","HL1_acc_democracy_trust","HL1_acc_democracy_favor","HL2_acc_democracy_acc","HL2_acc_democracy_bias","HL2_acc_democracy_trust","HL2_acc_democracy_favor","HL3_acc_democracy_acc","HL3_acc_democracy_bias","HL3_acc_democracy_trust","HL3_acc_democracy_favor","HL4_acc_democracy_acc","HL4_acc_democracy_bias","HL4_acc_democracy_trust","HL4_acc_democracy_favor","HL5_acc_democracy_acc","HL5_acc_democracy_bias","HL5_acc_democracy_trust","HL5_acc_democracy_favor","HL6_acc_democracy_acc","HL6_acc_democracy_bias","HL6_acc_democracy_trust","HL6_acc_democracy_favor","HL1_acc_Beijing_acc","HL1_acc_Beijing_bias","HL1_acc_Beijing_trust","HL1_acc_Beijing_favor","HL2_acc_Beijing_acc","HL2_acc_Beijing_bias","HL2_acc_Beijing_trust","HL2_acc_Beijing_favor","HL3_acc_Beijing_acc","HL3_acc_Beijing_bias","HL3_acc_Beijing_trust","HL3_acc_Beijing_favor","HL4_acc_Beijing_acc","HL4_acc_Beijing_bias","HL4_acc_Beijing_trust","HL4_acc_Beijing_favor","HL5_acc_Beijing_acc","HL5_acc_Beijing_bias","HL5_acc_Beijing_trust","HL5_acc_Beijing_favor","HL6_acc_Beijing_acc","HL6_acc_Beijing_bias","HL6_acc_Beijing_trust","HL6_acc_Beijing_favor","clicked","condition","comment_count","like","duration","treatment.exposure.question","Headliner","Cemeterynews","SCMP","RTHK","Factcheck_lab","HKBU_Factcheck","Media_literacy","CMEF","CMEF.ORG.HK","misp","skept","trust","tr_medialit","tr_factcheck","tr_coverage","tr_all","visit_fact","visit_fake","visit_news","visit_medialit","hyperpartisan","mainstream","false","mani_check_pass"
"302","R_cRSg9QYOyVr3qpj",1,29.5,6,1,1,3,4,1,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,3,3,2,4,2,4,5,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;CMEF.ORG.HK=>Yes;CEMETERYNEWS.ORG=>No;RTHK.HK=>Yes;FACTCHECKLAB.ORG=>Yes;MEDIALITERACY.HK=>Yes;SCMP.COM/HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes",8,0,0,3845,1,"",0,0,1,0,1,1,1,1,2,2.66666666666667,4.42857142857143,"1",NA,NA,"5",1,1,1,2,3,2,3,"Pass"
"303","R_1hzqishOZlo2gVy",1,49.5,3,1,1,3,1,1,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,4,4,4,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,";MEDIALITERACY.HK=>No;CEMETERYNEWS.ORG=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;SCMP.COM/HK=>No;RTHK.HK=>No;FACKCHECK.HKBU.EDU.HK=>No;FACTCHECKLAB.ORG=>No;CMEF.ORG.HK=>No",9,0,0,183,1,"",1,0,1,1,1,1,1,1,3,2,3.57142857142857,"2",NA,NA,"6",2,2,1,2,2,3,2,"Fail"
"304","R_3PNAyxGFYNb6XM5",1,21.5,6,1,1,2,4,1,2,3,2,3,2,4,2,4,2,3,2,4,3,2,3,2,2,3,2,4,4,4,4,6,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";SCMP.COM/HK=>Yes;CMEF.ORG.HK=>Yes;FACTCHECKLAB.ORG=>Yes;CEMETERYNEWS.ORG=>No;RTHK.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACKCHECK.HKBU.EDU.HK=>No;MEDIALITERACY.HK=>No",1,0,2,435,1,"",1,1,1,0,1,0,0,0,2,2.66666666666667,4.42857142857143,NA,NA,"1","1",1,1,2,0,2,1.5,3,"Pass"
"305","R_30vGFOYShH75A8Q",1,39.5,6,1,1,3,5,1,2,2,3,2,2,2,2,2,2,3,2,3,2,2,2,3,3,2,3,2,1,1,2,3,2,3,1,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,";CEMETERYNEWS.ORG=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;FACTCHECKLAB.ORG=>No;RTHK.HK=>;RTHK.HK=>;RTHK.HK=>;RTHK.HK=>No;SCMP.COM/HK=>No;MEDIALITERACY.HK=>No;CMEF.ORG.HK=>No;FACKCHECK.HKBU.EDU.HK=>No;RTHK.HK=>No",1,0,8,305,2,"",1,1,1,1,1,0,1,1,2,2.66666666666667,1.85714285714286,NA,NA,"1","1",2,2,2,1,3,2,2.5,"Fail"
"306","R_27B5QAC8FMhPEgN",1,21.5,6,1,1,2,4,1,3,2,3,2,1,3,1,4,2,3,2,3,4,1,4,1,2,3,2,3,2,3,4,6,6,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;SCMP.COM/HK=>Yes;RTHK.HK=>Yes;FACTCHECKLAB.ORG=>Yes;FACKCHECK.HKBU.EDU.HK=>No;CEMETERYNEWS.ORG=>No;CMEF.ORG.HK=>Yes;MEDIALITERACY.HK=>No",1,0,0,214,1,"",0,1,1,1,1,1,1,1,2,2.33333333333333,4.28571428571429,NA,NA,"1","1",2,1,2,2,2,1,3,"Pass"
"307","R_3fYSnCKI2aUxHJL",1,39.5,6,1,1,3,1,1,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,3,3,2,2,3,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";CEMETERYNEWS.ORG=>No;MEDIALITERACY.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;FACKCHECK.HKBU.EDU.HK=>No;SCMP.COM/HK=>No;RTHK.HK=>No;FACTCHECKLAB.ORG=>No;CMEF.ORG.HK=>No",2,0,0,309,2,"",0,0,1,0,0,1,0,0,2,2.66666666666667,4,NA,NA,"2","2",0,0,1,1,2,2.5,3,"Pass"
"308","R_27IN5jm2hmjoLWZ",1,39.5,6,1,1,3,3,1,3,2,3,2,2,2,2,3,3,2,3,2,3,2,3,2,3,2,3,2,6,3,4,7,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";SCMP.COM/HK=>No;MEDIALITERACY.HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;RTHK.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;CMEF.ORG.HK=>Yes;CEMETERYNEWS.ORG=>No;FACTCHECKLAB.ORG=>Yes",1,0,0,802,2,"",1,0,1,0,1,1,1,1,2.5,2,5.57142857142857,NA,NA,"1","1",1,2,1,2,2,3,3,"Fail"
"309","R_7ZYoIjMiqrFI4FP",1,29.5,6,1,1,3,2,1,2,2,3,3,3,1,3,1,2,2,3,2,3,2,3,2,3,2,3,2,5,4,5,6,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";SCMP.COM/HK=>No;CEMETERYNEWS.ORG=>No;FACTCHECKLAB.ORG=>Yes;CMEF.ORG.HK=>Yes;RTHK.HK=>Yes;MEDIALITERACY.HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes",2,0,0,4381,1,"",0,1,0,0,0,0,0,0,2.5,2.33333333333333,4.85714285714286,NA,NA,"2","2",0,0,1,0,3,3,3,"Fail"
"310","R_WBY3vGmLY0F9bLH",1,39.5,3,1,1,4,2,1,4,3,4,3,4,3,4,3,3,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";MEDIALITERACY.HK=>Yes;CEMETERYNEWS.ORG=>No;FACTCHECKLAB.ORG=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;RTHK.HK=>Yes;CMEF.ORG.HK=>No;SCMP.COM/HK=>No;FACKCHECK.HKBU.EDU.HK=>No",2,0,0,766,1,"",0,0,1,1,1,1,1,1,4,1.66666666666667,4,NA,NA,"2","2",2,1,1,2,1,3.5,2.5,"Fail"
"311","R_1Klo1YVSMcyi10j",1,59.5,7,1,1,2,2,1,1,3,1,2,1,2,1,1,2,3,1,2,1,2,1,1,2,2,2,2,2,1,3,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,4,NA,NA,NA,NA,";RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;RTHK.HK=>No;SCMP.COM/HK=>No;CEMETERYNEWS.ORG=>No;CMEF.ORG.HK=>No;FACKCHECK.HKBU.EDU.HK=>No;MEDIALITERACY.HK=>No;FACTCHECKLAB.ORG=>Yes",8,0,0,445,1,"",1,1,0,0,1,1,0,0,1,3.33333333333333,2.71428571428571,"1",NA,NA,"5",1,1,1,1,3.5,1,3.5,"Pass"
"312","R_33CtEMfuriQNHMv",1,29.5,6,1,1,1,5,1,4,1,4,1,4,1,4,1,1,4,1,4,3,1,4,1,2,3,4,1,1,5,4,3,1,2,1,4,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,4,";RTHK.HK=>Yes;SCMP.COM/HK=>No;CMEF.ORG.HK=>No;MEDIALITERACY.HK=>No;CMEF.ORG.HK=>No;CMEF.ORG.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;CEMETERYNEWS.ORG=>Yes;FACKCHECK.HKBU.EDU.HK=>No;FACTCHECKLAB.ORG=>No;FACKCHECK.HKBU.EDU.HK=>No;FACKCHECK.HKBU.EDU.HK=>No",2,0,2,339,1,"",0,0,0,1,1,1,1,1,4,3,2.42857142857143,NA,NA,"2","2",2,1,0,2,1,1,1,"Fail"
"313","R_A6bx4mfpgR94i3L",1,29.5,6,1,1,2,3,1,2,2,2,2,2,3,2,2,2,2,2,2,3,2,3,2,2,2,3,2,2,3,4,6,6,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";FACTCHECKLAB.ORG=>Yes;CMEF.ORG.HK=>;CMEF.ORG.HK=>;CMEF.ORG.HK=>;CMEF.ORG.HK=>No;RTHK.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;CEMETERYNEWS.ORG=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;MEDIALITERACY.HK=>No;SCMP.COM/HK=>No;CMEF.ORG.HK=>No",8,0,1,496,1,"",1,1,1,1,0,1,1,1,2,2.66666666666667,4,"1",NA,NA,"5",1,2,2,2,4,2.5,3.5,"Pass"
"314","R_2Y8GeRdfYJogP6U",1,29.5,6,1,1,2,3,1,2,3,3,2,2,3,2,3,3,2,3,2,4,1,3,1,3,2,3,2,3,5,3,6,5,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,";RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;RTHK.HK=>;RTHK.HK=>Yes;CEMETERYNEWS.ORG=>Yes;FACTCHECKLAB.ORG=>Yes;MEDIALITERACY.HK=>No;SCMP.COM/HK=>No;SCMP.COM/HK=>No;SCMP.COM/HK=>No;FACKCHECK.HKBU.EDU.HK=>Yes;CMEF.ORG.HK=>Yes;RTHK.HK=>Yes",2,1,5,397,1,"",1,1,0,1,1,1,1,1,2,1.66666666666667,4.42857142857143,NA,NA,"2","2",2,2,1,2,2,1.5,2,"Fail"
"315","R_3nJaDcpr6r2eK46",1,29.5,7,1,1,1,2,1,3,2,3,2,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,4,3,4,4,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";CMEF.ORG.HK=>No;RTHK.HK=>No;FACTCHECKLAB.ORG=>No;FACKCHECK.HKBU.EDU.HK=>No;SCMP.COM/HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;CEMETERYNEWS.ORG=>No;MEDIALITERACY.HK=>No",7,0,0,229,2,"",0,0,1,0,0,0,0,0,2.5,2.33333333333333,3.85714285714286,NA,"2",NA,"4",0,0,1,0,3,2,2,"Pass"
"316","R_33jWCwgtR8yvN7r",1,29.5,6,1,0,2,3,1,3,2,3,4,2,3,2,3,3,2,3,3,2,2,2,2,4,3,4,2,4,5,5,5,5,4,2,3,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,";SCMP.COM/HK=>Yes;RTHK.HK=>No;CMEF.ORG.HK=>Yes;CEMETERYNEWS.ORG=>Yes;FACTCHECKLAB.ORG=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;MEDIALITERACY.HK=>No",1,0,5,396,2,"",0,0,0,1,0,1,0,0,2.5,2,4.28571428571429,NA,NA,"1","1",1,0,0,1,3,1.5,3,"Fail"
