survey_time,correlation_id,gender,age,municipal_size,education,ideology,support_oppose,political_interest,"Aby sprawdzić, czy uważnie czytasz pytania, kliknij w drugą odpowiedź od góry.",false1_acc,false1_bias,false1_trust,false1_favor,false2_acc,false2_bias,false2_trust,false2_favor,true1_acc,true1_bias,true1_trust,true1_favor,true2_acc,true2_bias,true2_trust,true2_favor,true3_acc,true3_bias,true3_trust,true3_favor,Traditional.media,Social.media,Journalists,Scientists,Fact.checkers,University.Professors,P.L.Government,HL1_partisan_left_acc,HL1_partisan_left_bias,HL1_partisan_left_trust,HL1_partisan_left_favor,HL2_partisan_left_acc,HL2_partisan_left_bias,HL2_partisan_left_trust,HL2_partisan_left_favor,HL3_partisan_left_acc,HL3_partisan_left_bias,HL3_partisan_left_trust,HL3_partisan_left_favor,HL4_partisan_left_acc,HL4_partisan_left_bias,HL4_partisan_left_trust,HL4_partisan_left_favor,HL5_partisan_left_acc,HL5_partisan_left_bias,HL5_partisan_left_trust,HL5_partisan_left_favor,HL6_partisan_left_acc,HL6_partisan_left_bias,HL6_partisan_left_trust,HL6_partisan_left_favor,HL1_partisan_right_acc,HL1_partisan_right_bias,HL1_partisan_right_trust,HL1_partisan_right_favor,HL2_partisan_right_acc,HL2_partisan_right_bias,HL2_partisan_right_trust,HL2_partisan_right_favor,HL3_partisan_right_acc,HL3_partisan_right_bias,HL3_partisan_right_trust,HL3_partisan_right_favor,HL4_partisan_right_acc,HL4_partisan_right_bias,HL4_partisan_right_trust,HL4_partisan_right_favor,HL5_partisan_right_acc,HL5_partisan_right_bias,HL5_partisan_right_trust,HL5_partisan_right_favor,HL6_partisan_right_acc,HL6_partisan_right_bias,HL6_partisan_right_trust,HL6_partisan_right_favor,HL1_fake_acc,HL1_fake_bias,HL1_fake_trust,HL1_fake_favor,HL2_fake_acc,HL2_fake_bias,HL2_fake_trust,HL2_fake_favor,HL3_fake_acc,HL3_fake_bias,HL3_fake_trust,HL3_fake_favor,HL4_fake_acc,HL4_fake_bias,HL4_fake_trust,HL4_fake_favor,HL5_fake_acc,HL5_fake_bias,HL5_fake_trust,HL5_fake_favor,HL1_mainstr_left_acc,HL1_mainstr_left_bias,HL1_mainstr_left_trust,HL1_mainstr_left_favor,HL2_mainstr_left_acc,HL2_mainstr_left_bias,HL2_mainstr_left_trust,HL2_mainstr_left_favor,HL3_mainstr_left_acc,HL3_mainstr_left_bias,HL3_mainstr_left_trust,HL3_mainstr_left_favor,HL4_mainstr_left_acc,HL4_mainstr_left_bias,HL4_mainstr_left_trust,HL4_mainstr_left_favor,HL5_mainstr_left_acc,HL5_mainstr_left_bias,HL5_mainstr_left_trust,HL5_mainstr_left_favor,HL6_mainstr_left_acc,HL6_mainstr_left_bias,HL6_mainstr_left_trust,HL6_mainstr_left_favor,HL7_mainstr_left_acc,HL7_mainstr_left_bias,HL7_mainstr_left_trust,HL7_mainstr_left_favor,HL8_mainstr_left_acc,HL8_mainstr_left_bias,HL8_mainstr_left_trust,HL8_mainstr_left_favor,HL1_mainstr_right_acc,HL1_mainstr_right_bias,HL1_mainstr_right_trust,HL1_mainstr_right_favor,HL2_mainstr_right_acc,HL2_mainstr_right_bias,HL2_mainstr_right_trust,HL2_mainstr_right_favor,HL3_mainstr_right_acc,HL3_mainstr_right_bias,HL3_mainstr_right_trust,HL3_mainstr_right_favor,HL4_mainstr_right_acc,HL4_mainstr_right_bias,HL4_mainstr_right_trust,HL4_mainstr_right_favor,HL5_mainstr_right_acc,HL5_mainstr_right_bias,HL5_mainstr_right_trust,HL5_mainstr_right_favor,HL6_mainstr_right_acc,HL6_mainstr_right_bias,HL6_mainstr_right_trust,HL6_mainstr_right_favor,clicked,condition,comment_count,like_count,duration,treatment exposure question,MAGNAPOLONIA.ORG,WMERITUM.PL,POLSATNEWS.PL,PAP.PL,KONKRET24.TVN24.PL,TRUDAT.PL,FAKEHUNTER.PAP.PL,FAKENEWS.PL
9/21/22 9:30,16227208,mężczyzna,65+,wieś,średnie,10,0,Jestem szczególnie zainteresowany/a polityką ,Ostatni rok,3,3,3,1,2,3,2,1,3,1,4,1,3,1,4,1,4,1,4,1,4,4,4,4,4,4,1,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,3,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;TRUDAT.PL=>Yes;WMERITUM.PL=>Yes;PAP.PL=>Yes;MAGNAPOLONIA.ORG=>Yes;FAKENEWS.PL=>Yes;FAKEHUNTER.PAP.PL=>Yes;POLSATNEWS.PL=>Yes;KONKRET24.TVN24.PL=>Yes,1,0,0,1417,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
9/21/22 9:30,12395311,mężczyzna,65+,miasto (do 20 tys. mieszkańców r.),zasadnicze,2,5,Trochę się interesuję  ,Ostatni rok,2,2,3,1,2,1,2,1,3,1,3,1,1,1,2,1,1,2,2,1,4,3,5,6,4,6,3,,,,,,,,,,,,,,,,,3,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;FAKENEWS.PL=>No;WMERITUM.PL=>No;MAGNAPOLONIA.ORG=>No;FAKENEWS.PL=>;FAKENEWS.PL=>No;TRUDAT.PL=>No;KONKRET24.TVN24.PL=>No;PAP.PL=>No;FAKEHUNTER.PAP.PL=>No;POLSATNEWS.PL=>No,8,0,8,2144,1,No,No,No,No,No,No,No,No
9/21/22 9:29,43019290,mężczyzna,55 to 64,wieś,zasadnicze,4,0,Bardzo się interesuję  ,Ostatni rok,2,3,2,1,2,2,2,1,3,1,3,2,3,1,4,1,3,1,3,1,4,2,4,5,3,4,1,,,,,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,1,,,,,,,,,;POLSATNEWS.PL=>Yes;KONKRET24.TVN24.PL=>No;FAKEHUNTER.PAP.PL=>No;PAP.PL=>Yes;MAGNAPOLONIA.ORG=>No;TRUDAT.PL=>No;WMERITUM.PL=>Yes;FAKENEWS.PL=>Yes,4,0,0,645,1,No,Yes,Yes,Yes,No,No,No,Yes
9/21/22 9:27,38244052,mężczyzna,55 to 64,miasto (do 20 tys. mieszkańców r.),średnie,6,5,Trochę się interesuję  ,Ostatni rok,1,3,1,3,1,1,1,1,3,1,4,1,3,1,4,1,3,1,3,1,4,3,4,6,4,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,,,,,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,;MAGNAPOLONIA.ORG=>No;WMERITUM.PL=>No;KONKRET24.TVN24.PL=>No;PAP.PL=>No;FAKEHUNTER.PAP.PL=>Yes;TRUDAT.PL=>No;FAKENEWS.PL=>Yes;POLSATNEWS.PL=>No,5,0,1,692,1,No,No,No,No,No,No,Yes,Yes
9/21/22 9:26,59868289,mężczyzna,55 to 64,miasto (od 20 do 99 tys. mieszkańców r.),ukończone studia wyższe,7,0,Bardzo się interesuję  ,Ostatni rok,2,3,2,2,2,3,2,3,3,1,3,1,3,2,3,1,3,1,3,1,1,6,4,6,6,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,1,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,,,,,,,,,;TRUDAT.PL=>Yes;POLSATNEWS.PL=>Yes;FAKEHUNTER.PAP.PL=>No;FAKENEWS.PL=>No;PAP.PL=>No;KONKRET24.TVN24.PL=>Yes;WMERITUM.PL=>No;MAGNAPOLONIA.ORG=>No,6,0,0,1134,1,No,No,Yes,No,Yes,Yes,No,No
9/21/22 9:24,17557202,mężczyzna,55 to 64,miasto (od 20 do 99 tys. mieszkańców r.),średnie,3,0,Trochę się interesuję  ,Ostatni rok,4,1,1,3,1,4,1,2,2,4,2,3,2,3,2,1,4,2,4,2,2,1,1,6,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,4,,,,,,,,,,,,,,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,4,,,,,,,,,,,,,;TRUDAT.PL=>No;FAKENEWS.PL=>No;FAKEHUNTER.PAP.PL=>No;PAP.PL=>No;POLSATNEWS.PL=>No;KONKRET24.TVN24.PL=>No;WMERITUM.PL=>No;MAGNAPOLONIA.ORG=>No,1,0,8,580,1,No,No,No,No,No,No,No,No
9/21/22 9:24,41762640,kobieta,55 to 64,miasto (od 20 do 99 tys. mieszkańców r.),pomaturalne/ policealne,5,3,Trochę się interesuję  ,Ostatni rok,2,3,2,3,1,3,1,2,3,2,3,1,2,3,2,2,3,2,3,3,5,4,5,5,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,;FAKENEWS.PL=>Yes;WMERITUM.PL=>No;TRUDAT.PL=>Yes;FAKEHUNTER.PAP.PL=>Yes;PAP.PL=>Yes;KONKRET24.TVN24.PL=>Yes;POLSATNEWS.PL=>No;MAGNAPOLONIA.ORG=>No,2,0,7,535,1,No,No,No,Yes,Yes,Yes,Yes,Yes
9/21/22 9:24,69461707,mężczyzna,65+,miasto (do 20 tys. mieszkańców r.),ukończone studia wyższe,2,2,Trochę się interesuję  ,Ostatni rok,1,1,1,1,1,2,1,1,3,3,3,2,3,3,3,3,4,3,4,4,4,2,3,5,1,2,1,,,,,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;MAGNAPOLONIA.ORG=>Yes;MAGNAPOLONIA.ORG=>Yes;FAKENEWS.PL=>Yes;TRUDAT.PL=>Yes;FAKEHUNTER.PAP.PL=>Yes;KONKRET24.TVN24.PL=>Yes;PAP.PL=>;PAP.PL=>Yes;PAP.PL=>;PAP.PL=>Yes;WMERITUM.PL=>;WMERITUM.PL=>Yes;KONKRET24.TVN24.PL=>;KONKRET24.TVN24.PL=>Yes;FAKEHUNTER.PAP.PL=>Yes;TRUDAT.PL=>Yes;FAKENEWS.PL=>Yes;FAKENEWS.PL=>Yes;POLSATNEWS.PL=>Yes;MAGNAPOLONIA.ORG=>Yes;WMERITUM.PL=>Yes;PAP.PL=>Yes;KONKRET24.TVN24.PL=>Yes;FAKEHUNTER.PAP.PL=>Yes;TRUDAT.PL=>Yes;FAKENEWS.PL=>Yes;POLSATNEWS.PL=>Yes;MAGNAPOLONIA.ORG=>Yes,5,0,-8,1198,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
9/21/22 9:24,49424652,mężczyzna,65+,miasto (od 100 do 500 tys. mieszkańców r.),ukończone studia wyższe,1,1,Bardzo się interesuję  ,Ostatni rok,3,3,3,3,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,4,4,4,6,5,4,2,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;POLSATNEWS.PL=>Yes;MAGNAPOLONIA.ORG=>Yes;TRUDAT.PL=>No;FAKEHUNTER.PAP.PL=>Yes;WMERITUM.PL=>Yes;FAKENEWS.PL=>Yes;PAP.PL=>Yes;KONKRET24.TVN24.PL=>Yes,7,0,6,921,2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
9/21/22 9:24,42925059,mężczyzna,65+,miasto (powyżej 500 tys. mieszkańców r.),średnie,9,9,Jestem szczególnie zainteresowany/a polityką ,Ostatni rok,2,3,2,4,2,3,2,3,3,1,4,1,2,3,1,3,2,2,2,3,4,1,2,5,2,3,4,,,,,,,,,1,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,;TRUDAT.PL=>No;POLSATNEWS.PL=>Yes;WMERITUM.PL=>Yes;FAKENEWS.PL=>No;FAKEHUNTER.PAP.PL=>No;KONKRET24.TVN24.PL=>No;KONKRET24.TVN24.PL=>No;KONKRET24.TVN24.PL=>No;MAGNAPOLONIA.ORG=>Yes;KONKRET24.TVN24.PL=>No;FAKEHUNTER.PAP.PL=>No;FAKENEWS.PL=>No;PAP.PL=>Yes;WMERITUM.PL=>Yes;POLSATNEWS.PL=>Yes;TRUDAT.PL=>No,9,0,4,1652,1,Yes,Yes,Yes,Yes,No,No,No,No
9/21/22 9:23,92250635,mężczyzna,25 to 34,miasto (od 20 do 99 tys. mieszkańców r.),ukończone studia wyższe,5,0,Bardzo się interesuję  ,Ostatni rok,3,3,3,3,3,2,3,2,3,2,3,2,3,1,2,2,3,2,3,2,3,4,4,5,6,5,1,,,,,,,,,,,,,,,,,4,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;TRUDAT.PL=>No;FAKEHUNTER.PAP.PL=>No;POLSATNEWS.PL=>No;KONKRET24.TVN24.PL=>No;PAP.PL=>No;WMERITUM.PL=>No;FAKENEWS.PL=>No;MAGNAPOLONIA.ORG=>No,2,0,0,360,1,No,No,No,No,No,No,No,No
9/21/22 9:23,73531299,mężczyzna,55 to 64,miasto (od 100 do 500 tys. mieszkańców r.),ukończone studia wyższe,4,6,Trochę się interesuję  ,Ostatni rok,2,2,2,1,1,3,1,2,3,1,4,1,3,1,4,1,4,1,4,1,2,2,1,6,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,,,,,,,,,,,,,,,,,,,,,2,4,1,2,,,,,,,,,,,,,,,,,,,,,2,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;WMERITUM.PL=>No;POLSATNEWS.PL=>No;TRUDAT.PL=>Yes;PAP.PL=>No;FAKEHUNTER.PAP.PL=>No;FAKENEWS.PL=>Yes;KONKRET24.TVN24.PL=>No;MAGNAPOLONIA.ORG=>No,10,0,0,514,,No,No,No,No,No,Yes,No,Yes
9/21/22 9:22,37579446,mężczyzna,55 to 64,miasto (od 100 do 500 tys. mieszkańców r.),ukończone studia wyższe,4,0,Trochę się interesuję  ,Ostatni rok,2,4,2,2,3,1,3,1,2,3,2,2,3,1,3,1,3,1,3,1,4,2,2,5,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;FAKEHUNTER.PAP.PL=>No;PAP.PL=>No;WMERITUM.PL=>No;WMERITUM.PL=>No;POLSATNEWS.PL=>Yes;TRUDAT.PL=>No;FAKENEWS.PL=>No;KONKRET24.TVN24.PL=>Yes;MAGNAPOLONIA.ORG=>No,8,0,2,800,1,No,No,Yes,No,Yes,No,No,No
9/21/22 9:22,82393731,kobieta,25 to 34,miasto (do 20 tys. mieszkańców r.),zasadnicze,6,6,Niezbyt się interesuję  ,Ostatni rok,3,3,2,2,2,3,4,3,3,4,2,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,;FAKEHUNTER.PAP.PL=>;FAKEHUNTER.PAP.PL=>;FAKEHUNTER.PAP.PL=>Yes;PAP.PL=>Yes;PAP.PL=>Yes;WMERITUM.PL=>Yes;KONKRET24.TVN24.PL=>Yes;FAKENEWS.PL=>Yes;MAGNAPOLONIA.ORG=>Yes;TRUDAT.PL=>Yes;POLSATNEWS.PL=>Yes;FAKEHUNTER.PAP.PL=>Yes,9,0,0,457,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
9/21/22 9:22,27632828,kobieta,55 to 64,miasto (od 20 do 99 tys. mieszkańców r.),średnie,2,0,Bardzo się interesuję  ,Ostatni rok,2,3,2,2,1,2,1,2,3,2,3,2,3,2,2,2,3,2,3,2,1,4,1,1,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,1,4,1,3,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;TRUDAT.PL=>Yes;KONKRET24.TVN24.PL=>No;PAP.PL=>Yes;WMERITUM.PL=>No;POLSATNEWS.PL=>Yes;FAKEHUNTER.PAP.PL=>No;FAKENEWS.PL=>No;MAGNAPOLONIA.ORG=>Yes,8,8,8,1048,1,Yes,No,Yes,Yes,No,Yes,No,No
9/21/22 9:22,23189940,mężczyzna,65+,wieś,ukończone studia wyższe,4,2,Trochę się interesuję  ,Ostatni rok,2,3,2,2,2,3,2,3,2,3,2,3,1,3,1,2,2,3,3,2,3,2,2,5,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,2,,,,,,,,,,,,,,,,,,,,,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,;PAP.PL=>Yes;FAKEHUNTER.PAP.PL=>No;KONKRET24.TVN24.PL=>No;PAP.PL=>Yes;TRUDAT.PL=>No;WMERITUM.PL=>No;MAGNAPOLONIA.ORG=>No;FAKENEWS.PL=>No;POLSATNEWS.PL=>Yes;POLSATNEWS.PL=>Yes,7,0,1,997,2,No,No,Yes,Yes,No,No,No,No
9/21/22 9:21,66708057,mężczyzna,65+,miasto (od 20 do 99 tys. mieszkańców r.),licencjat,7,0,Jestem szczególnie zainteresowany/a polityką ,Ostatni rok,1,4,1,4,1,4,1,4,3,1,2,1,1,1,1,2,3,2,3,1,6,4,4,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,;TRUDAT.PL=>Yes;MAGNAPOLONIA.ORG=>Yes;KONKRET24.TVN24.PL=>Yes;POLSATNEWS.PL=>Yes;FAKEHUNTER.PAP.PL=>Yes;WMERITUM.PL=>Yes;FAKENEWS.PL=>;FAKENEWS.PL=>Yes;PAP.PL=>Yes;PAP.PL=>Yes;WMERITUM.PL=>Yes;FAKEHUNTER.PAP.PL=>Yes;POLSATNEWS.PL=>Yes;KONKRET24.TVN24.PL=>Yes;MAGNAPOLONIA.ORG=>Yes;TRUDAT.PL=>Yes;TRUDAT.PL=>Yes;MAGNAPOLONIA.ORG=>Yes;KONKRET24.TVN24.PL=>Yes;POLSATNEWS.PL=>Yes;FAKEHUNTER.PAP.PL=>Yes;FAKEHUNTER.PAP.PL=>Yes;WMERITUM.PL=>Yes;FAKENEWS.PL=>Yes;PAP.PL=>Yes,7,0,0,769,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
9/21/22 9:21,53562141,kobieta,55 to 64,miasto (od 20 do 99 tys. mieszkańców r.),ukończone studia wyższe,5,0,Trochę się interesuję  ,Ostatni rok,2,4,2,4,1,4,1,4,3,1,4,1,3,2,3,1,3,1,4,1,4,2,4,5,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,3,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;POLSATNEWS.PL=>Yes;WMERITUM.PL=>No;MAGNAPOLONIA.ORG=>No;PAP.PL=>No;WMERITUM.PL=>No;FAKENEWS.PL=>No;FAKEHUNTER.PAP.PL=>No;TRUDAT.PL=>No;MAGNAPOLONIA.ORG=>No;KONKRET24.TVN24.PL=>No;PAP.PL=>No,3,0,0,694,1,No,No,Yes,No,No,No,No,No
9/21/22 9:21,31315690,mężczyzna,35 to 44,miasto (do 20 tys. mieszkańców r.),ukończone studia wyższe,6,0,Trochę się interesuję  ,Ostatni rok,3,4,3,4,3,3,3,3,3,2,3,1,1,1,1,2,1,3,1,2,4,2,4,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,4,,,,,,,,,,,,,,,,,;WMERITUM.PL=>Yes;MAGNAPOLONIA.ORG=>No;POLSATNEWS.PL=>Yes;FAKENEWS.PL=>No;KONKRET24.TVN24.PL=>No;FAKEHUNTER.PAP.PL=>No;TRUDAT.PL=>No;PAP.PL=>Yes,1,0,0,1308,2,No,Yes,Yes,Yes,No,No,No,No
9/21/22 9:21,59701395,kobieta,45 to 54,miasto (powyżej 500 tys. mieszkańców r.),pomaturalne/ policealne,5,1,Trochę się interesuję  ,Ostatni rok,1,3,2,3,1,1,1,1,3,1,3,1,3,1,3,1,2,1,3,1,4,2,4,4,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;PAP.PL=>Yes;MAGNAPOLONIA.ORG=>No;TRUDAT.PL=>No;KONKRET24.TVN24.PL=>No;POLSATNEWS.PL=>Yes;FAKEHUNTER.PAP.PL=>No;WMERITUM.PL=>Yes;FAKENEWS.PL=>No,3,0,2,569,1,No,Yes,Yes,Yes,No,No,No,No
9/21/22 9:20,59119702,mężczyzna,65+,miasto (od 100 do 500 tys. mieszkańców r.),podstawowe/ gimnazjum,9,5,Trochę się interesuję  ,Ostatni rok,2,3,3,2,1,4,1,1,4,1,3,1,2,3,2,1,2,1,3,1,3,1,1,5,1,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,4,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,4,,,,,,,,,,,,,;KONKRET24.TVN24.PL=>No;MAGNAPOLONIA.ORG=>No;TRUDAT.PL=>Yes;WMERITUM.PL=>Yes;PAP.PL=>Yes;FAKENEWS.PL=>No;FAKEHUNTER.PAP.PL=>No;POLSATNEWS.PL=>No,2,0,3,1335,2,No,Yes,No,Yes,No,Yes,No,No
9/21/22 9:20,20995636,kobieta,35 to 44,miasto (od 100 do 500 tys. mieszkańców r.),ukończone studia wyższe,3,1,Trochę się interesuję  ,Ostatni rok,1,4,1,4,2,2,1,3,3,2,3,3,3,1,4,2,2,3,3,3,1,1,1,7,4,6,1,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,,,,,,,,,,,,,,,,,,,,,2,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;PAP.PL=>Yes;KONKRET24.TVN24.PL=>Yes;FAKEHUNTER.PAP.PL=>Yes;TRUDAT.PL=>Yes;FAKENEWS.PL=>Yes;WMERITUM.PL=>No;MAGNAPOLONIA.ORG=>No;POLSATNEWS.PL=>No,8,0,0,1423,1,No,No,No,Yes,Yes,Yes,Yes,Yes
9/21/22 9:20,25257877,mężczyzna,65+,miasto (od 100 do 500 tys. mieszkańców r.),średnie,4,0,Niezbyt się interesuję  ,Ostatni rok,3,2,3,2,3,2,2,3,3,2,3,2,3,2,3,2,2,4,1,3,5,5,6,5,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,;POLSATNEWS.PL=>Yes;MAGNAPOLONIA.ORG=>No;FAKENEWS.PL=>No;FAKEHUNTER.PAP.PL=>No;PAP.PL=>No;WMERITUM.PL=>Yes;KONKRET24.TVN24.PL=>No;TRUDAT.PL=>Yes,6,0,0,531,1,No,Yes,Yes,No,No,Yes,No,No
9/21/22 9:19,72145822,kobieta,65+,wieś,średnie,3,0,Trochę się interesuję  ,Ostatni rok,1,1,1,1,1,1,1,1,2,1,2,1,3,1,4,1,3,1,4,1,6,4,4,6,6,6,2,,,,,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;FAKENEWS.PL=>No;MAGNAPOLONIA.ORG=>No;PAP.PL=>No;TRUDAT.PL=>Yes;POLSATNEWS.PL=>No;KONKRET24.TVN24.PL=>No;WMERITUM.PL=>No;FAKEHUNTER.PAP.PL=>No,7,0,0,829,2,No,No,No,No,No,Yes,No,No
