survey_time,correlation_id,gender,age,race,education,ideology,party.ID,political_interest,attn,false1_acc,false1_bias,false1_trust,false1_favor,true1_acc,true1_bias,true1_trust,true1_favor,true2_acc,true2_bias,true2_trust,true2_favor,false2_acc,false2_bias,false2_trust,false2_favor,true3_acc,true3_bias,true3_trust,true3_favor,Journalists,Fact-checkers,U.S. Government,University Professors,Social media,Traditional media,Scientists,HL1_partisan_left_acc,HL1_partisan_left_bias,HL1_partisan_left_trust,HL1_partisan_left_favor,HL2_partisan_left_acc,HL2_partisan_left_bias,HL2_partisan_left_trust,HL2_partisan_left_favor,HL3_partisan_left_acc,HL3_partisan_left_bias,HL3_partisan_left_trust,HL3_partisan_left_favor,HL4_partisan_left_acc,HL4_partisan_left_bias,HL4_partisan_left_trust,HL4_partisan_left_favor,HL5_partisan_left_acc,HL5_partisan_left_bias,HL5_partisan_left_trust,HL5_partisan_left_favor,HL6_partisan_left_acc,HL6_partisan_left_biased,HL6_partisan_left_trust,HL6_partisan_left_favor,HL1_partisan_right_acc,HL1_partisan_right_biased,HL1_partisan_right_trust,HL1_partisan_right_favor,HL2_partisan_right_acc,HL2_partisan_right_bias,HL2_partisan_right_trust,HL2_partisan_right_favor,HL3_partisan_right_acc,HL3_partisan_right_bias,HL3_partisan_right_trust,HL3_partisan_right_favor,HL4_partisan_right_acc,HL4_partisan_right_bias,HL4_partisan_right_trust,HL4_partisan_right_favor,HL5_partisan_right_acc,HL5_partisan_right_bias,HL5_partisan_right_trust,HL5_partisan_right_favor,HL6_partisan_right_acc,HL6_partisan_right_bias,HL6_partisan_right_trust ,HL6_partisan_right_favor,HL1_fake_left_acc,HL1_fake_left_bias,HL1_fake_left_trust,HL1_fake_left_favor,HL2_fake_left_acc,HL2_fake_left_bias,HL2_fake_left_trust,HL2_fake_left_favor,HL3_fake_left_acc,HL3_fake_left_bias,HL3_fake_left_trust,HL3_fake_left_favor,HL4_fake_left_acc,HL4_fake_left_bias,HL4_fake_left_trust,HL4_fake_left_favor,HL5_fake_left_acc,HL5_fake_left_bias,HL5_fake_left_trust,HL5_fake_left_favor,HL6_fake_left_acc,HL6_fake_left_bias,HL6_fake_left_trust,HL6_fake_left_favor,HL1_fake_right_acc,HL1_fake_right_bias,HL1_fake_right_trust,HL1_fake_right_favor,HL2_fake_right_acc,HL2_fake_right_bias,HL2_fake_right_trust,HL2_fake_right_favor,HL3_fake_right_acc,HL3_fake_right_bias,HL3_fake_right_trust,HL3_fake_right_favor,HL4_fake_right_acc,HL4_fake_right_bias,HL4_fake_right_trust,HL4_fake_right_favor,HL5_fake_right_acc,HL5_fake_right_bias,HL5_fake_right_trust,HL5_fake_right_favor,HL6_fake_right_acc,HL6_fake_right_bias,HL6_fake_right_trust,HL6_fake_right_favor,HL1_mainstr_left_acc,HL1_mainstr_left_bias,HL1_mainstr_left_trust,HL1_mainstr_left_favor,HL2_mainstr_left_acc,HL2_mainstr_left_bias,HL2_mainstr_left_trust,HL2_mainstr_left_favor,HL3_mainstr_left_acc,HL3_mainstr_left_bias,HL3_mainstr_left_trust,HL3_mainstr_left_favor,HL4_mainstr_left_acc,HL4_mainstr_left_bias,HL4_mainstr_left_trust,HL4_mainstr_left_favor,HL5_mainstr_left_acc,HL5_mainstr_left_bias,HL5_mainstr_left_trust,HL5_mainstr_left_favor,HL6_mainstr_left_acc,HL6_mainstr_left_bias,HL6_mainstr_left_trust,HL6_mainstr_left_favor,HL1_mainstr_right_acc,HL1_mainstr_right_bias,HL1_mainstr_right_trust,HL1_mainstr_right_favor,HL2_mainstr_right_acc,HL2_mainstr_right_bias,HL2_mainstr_right_trust,HL2_mainstr_right_favor,HL3_mainstr_right_acc,HL3_mainstr_right_bias,HL3_mainstr_right_trust,HL3_mainstr_right_favor,HL4_mainstr_right_acc,HL4_mainstr_right_bias,HL4_mainstr_right_trust,HL4_mainstr_right_favor,HL5_mainstr_right_acc,HL5_mainstr_right_bias,HL5_mainstr_right_trust,HL5_mainstr_right_favor,HL6_mainstr_right_acc,HL6_mainstr_right_bias,HL6_mainstr_right_trust,HL6_mainstr_right_favor,clicked,condition,comment_count,like_count,duration,treatment exposure question,NATIONALREPORT.COM,WORLDNEWSDAILYREPORT.COM,APNEWS.COM,USATODAY.COM,FACTCHECK.ORG,WASHINGTONPOST.COM,DIGITAL.COM,COMMONSENSE.ORG
10/28/22 0:48,MER9gY8QM804bdKI2UuTGQ**,Female,35 to 44,Hispanic or Latino,College Degree,Middle of the road,A not very strong Democrat,Very interested,Last year,3,3,4,3,3,4,3,2,3,2,3,3,4,3,2,3,3,4,4,3,5,4,4,4,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,,,,,,,,,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;WORLDNEWSDAILYREPORT.COM=>Yes;USATODAY.COM=>Yes;DIGITAL.COM=>No;WASHINGTONPOST.COM=>No;APNEWS.COM=>No;COMMONSENSE.ORG=>No;NATIONALREPORT.COM=>No;FACTCHECK.ORG=>No,-1,0,0,457,,No,Yes,No,Yes,No,No,No,No
9/13/22 0:08,MER9gY8QM804Dr1_ZZevUA**,Male,35 to 44,Hispanic or Latino,College Degree,Somewhat liberal,A not very strong Democrat,Extremely interested,Last year,3,2,3,2,4,1,4,1,4,1,4,1,2,1,2,2,4,1,4,1,5,5,4,7,1,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,;APNEWS.COM=>No;DIGITAL.COM=>No;COMMONSENSE.ORG=>No;WORLDNEWSDAILYREPORT.COM=>No;FACTCHECK.ORG=>No;NATIONALREPORT.COM=>No;WASHINGTONPOST.COM=>No;USATODAY.COM=>No,8,0,0,505,,No,No,No,No,No,No,No,No
9/13/22 10:17,MER9gY8QM804O6o6pv_IYg**,Male,55 to 64,Non-Hispanic White,Some College Complete,Somewhat conservative,A strong Republican,Extremely interested,Last year,1,2,2,2,2,2,2,2,3,2,3,2,1,1,1,2,3,2,3,2,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,;APNEWS.COM=>No;WASHINGTONPOST.COM=>No;FACTCHECK.ORG=>No;DIGITAL.COM=>No;USATODAY.COM=>No;NATIONALREPORT.COM=>No;COMMONSENSE.ORG=>No;WORLDNEWSDAILYREPORT.COM=>No,-1,0,8,284,,No,No,No,No,No,No,No,No
9/12/22 23:13,MER9gY8QM804pzqw1QZu5A**,Female,55 to 64,Non-Hispanic White,College Degree,Somewhat conservative,A not very strong Republican,Not very interested,Last year,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,5,6,3,6,2,3,6,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;WASHINGTONPOST.COM=>Yes;APNEWS.COM=>Yes;COMMONSENSE.ORG=>Yes;USATODAY.COM=>Yes;NATIONALREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;DIGITAL.COM=>No;FACTCHECK.ORG=>Yes,2,0,0,887,,No,No,Yes,Yes,Yes,Yes,No,Yes
10/8/22 6:08,MER9gY8QM804SvLdrvAFQg**,Male,55 to 64,Asian or Asian American,College Degree,Very conservative,A not very strong Republican,Somewhat interested,Last year,3,4,2,4,2,1,2,2,2,3,2,3,2,3,2,3,3,2,3,2,3,3,1,4,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;FACTCHECK.ORG=>Yes;DIGITAL.COM=>No;USATODAY.COM=>Yes;WASHINGTONPOST.COM=>Yes;COMMONSENSE.ORG=>Yes;APNEWS.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;NATIONALREPORT.COM=>No,2,0,0,333,,No,No,Yes,Yes,Yes,Yes,No,Yes
10/10/22 3:58,MER9gY8QM804xYbK_yHE7A**,Female,18 to 24,Black or African American,Some High School or less,Very liberal,Independent (close to neither party),Somewhat interested,Last year,3,3,3,3,3,2,3,2,3,2,2,2,2,3,2,3,4,1,3,1,4,7,4,7,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,4,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;WORLDNEWSDAILYREPORT.COM=>;WORLDNEWSDAILYREPORT.COM=>;WORLDNEWSDAILYREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;COMMONSENSE.ORG=>Yes;DIGITAL.COM=>Yes;DIGITAL.COM=>Yes;FACTCHECK.ORG=>Yes;NATIONALREPORT.COM=>No;USATODAY.COM=>Yes;WASHINGTONPOST.COM=>Yes;APNEWS.COM=>Yes,-1,0,7,2027,,No,No,Yes,Yes,Yes,Yes,Yes,Yes
9/21/22 20:31,MER9gY8QM805In74vqu3gg**,Male,35 to 44,Asian or Asian American,Master's Degree,Somewhat liberal,A not very strong Democrat,Extremely interested,Last year,2,3,2,2,1,2,3,3,3,1,3,4,2,2,2,1,3,2,3,3,6,6,5,6,5,5,6,,,,,,,,,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,,,,,,,,,,,,,,,,,;APNEWS.COM=>;APNEWS.COM=>Yes;NATIONALREPORT.COM=>No;COMMONSENSE.ORG=>Yes;DIGITAL.COM=>No;WORLDNEWSDAILYREPORT.COM=>Yes;APNEWS.COM=>Yes;FACTCHECK.ORG=>Yes;WASHINGTONPOST.COM=>No;USATODAY.COM=>No,-1,0,1,166,,No,Yes,Yes,No,Yes,No,No,Yes
9/13/22 14:39,MER9gY8QM806oOO_6nrtxA**,Male,55 to 64,Non-Hispanic White,Master's Degree,Somewhat conservative,A strong Republican,Extremely interested,Last year,2,3,2,3,4,1,4,1,2,1,2,1,1,4,1,3,2,1,2,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,1,,,,,,,,,,,,,,,,,,,,,;APNEWS.COM=>No;USATODAY.COM=>No;NATIONALREPORT.COM=>No;WASHINGTONPOST.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;FACTCHECK.ORG=>No;DIGITAL.COM=>No;COMMONSENSE.ORG=>No,2,0,0,380,,No,No,No,No,No,No,No,No
9/19/22 21:43,MER9gY8QM806Vk1fCTW0fw**,Female,45 to 54,Non-Hispanic White,High School Graduate,Middle of the road,"Independent, lean toward Democrat",Extremely interested,Last year,1,4,2,4,3,1,4,1,4,1,3,1,3,1,3,1,4,1,4,1,4,4,4,5,4,4,5,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,;COMMONSENSE.ORG=>Yes;FACTCHECK.ORG=>Yes;NATIONALREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;DIGITAL.COM=>Yes;USATODAY.COM=>No;WASHINGTONPOST.COM=>Yes;APNEWS.COM=>Yes,-1,0,0,341,,No,No,Yes,No,Yes,Yes,Yes,Yes
9/12/22 23:53,MER9gY8QM8089b5qgZTwag**,Male,65+,Non-Hispanic White,Ph.D./Doctorate,Very conservative,A strong Republican,Very interested,Last year,1,3,2,3,3,1,3,1,3,1,3,1,3,1,3,1,4,1,4,1,1,4,3,2,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,2,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,1,,,,,;APNEWS.COM=>No;NATIONALREPORT.COM=>No;USATODAY.COM=>No;DIGITAL.COM=>Yes;FACTCHECK.ORG=>Yes;WASHINGTONPOST.COM=>Yes;COMMONSENSE.ORG=>Yes;WORLDNEWSDAILYREPORT.COM=>Yes,1,0,15,369,,No,Yes,No,No,Yes,Yes,Yes,Yes
10/12/22 20:31,MER9gY8QM808Ar5lOsb0bw**,Female,18 to 24,Non-Hispanic White,College Degree,Middle of the road,"Independent, lean toward Democrat",Extremely interested,Last year,3,2,3,2,2,1,2,1,3,1,3,1,2,3,2,3,3,1,3,1,5,5,4,5,4,1,7,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;FACTCHECK.ORG=>Yes;WORLDNEWSDAILYREPORT.COM=>No;WASHINGTONPOST.COM=>No;DIGITAL.COM=>Yes;USATODAY.COM=>No;APNEWS.COM=>No;NATIONALREPORT.COM=>No;COMMONSENSE.ORG=>Yes,2,0,0,242,,No,No,No,No,Yes,No,Yes,Yes
11/3/22 21:38,MER9gY8QM808LCYnYXIC4Q**,Male,65+,Non-Hispanic White,College Degree,Somewhat conservative,"Independent, lean toward Republican",Somewhat interested,Last year,2,3,2,3,2,3,2,2,2,3,2,3,2,3,2,2,3,3,3,2,2,1,3,5,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,,,,,,,,,,,,,,,,,2,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,;FACTCHECK.ORG=>No;COMMONSENSE.ORG=>No;DIGITAL.COM=>No;APNEWS.COM=>No;USATODAY.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;NATIONALREPORT.COM=>Yes;WASHINGTONPOST.COM=>No,2,0,8,499,,Yes,No,No,No,No,No,No,No
10/8/22 22:16,MER9gY8QM8090xoH9etcsQ**,Male,65+,Non-Hispanic White,Ph.D./Doctorate,Middle of the road,Independent (close to neither party),Very interested,Last year,2,3,2,3,3,3,2,3,2,3,2,3,1,4,1,4,2,3,2,2,3,5,4,5,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,,,,,,,,,,,,,,,,,;NATIONALREPORT.COM=>No;COMMONSENSE.ORG=>No;WASHINGTONPOST.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;APNEWS.COM=>Yes;USATODAY.COM=>Yes;DIGITAL.COM=>No;FACTCHECK.ORG=>Yes,3,0,5,725,,No,No,Yes,Yes,Yes,Yes,No,No
9/12/22 21:34,MER9gY8QM809B5wFemjCGA**,Female,65+,Non-Hispanic White,College Degree,Very liberal,A strong Democrat,Not very interested,Last year,4,4,4,4,1,4,1,4,3,2,3,1,1,4,1,4,4,1,4,1,4,7,4,4,3,4,7,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,;COMMONSENSE.ORG=>No;FACTCHECK.ORG=>No;DIGITAL.COM=>No;APNEWS.COM=>No;USATODAY.COM=>No;NATIONALREPORT.COM=>No;WASHINGTONPOST.COM=>No;WORLDNEWSDAILYREPORT.COM=>No,9,0,14,464,,No,No,No,No,No,No,No,No
9/14/22 0:53,MER9gY8QM809b93AluVkow**,Female,55 to 64,Non-Hispanic White,College Degree,Very conservative,A strong Republican,Extremely interested,Last year,3,2,3,2,2,1,3,2,3,2,3,2,2,2,2,2,3,1,3,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;WORLDNEWSDAILYREPORT.COM=>No;USATODAY.COM=>No;WASHINGTONPOST.COM=>No;FACTCHECK.ORG=>No;COMMONSENSE.ORG=>No;APNEWS.COM=>No;NATIONALREPORT.COM=>No;DIGITAL.COM=>No,1,0,16,984,,No,No,No,No,No,No,No,No
10/28/22 17:58,MER9gY8QM809SeTugvq2_w**,Female,65+,Non-Hispanic White,Some College Complete,Somewhat liberal,A strong Democrat,Very interested,Last year,2,3,2,3,2,3,2,2,2,2,2,3,2,3,2,3,3,2,2,3,4,6,4,5,3,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,;APNEWS.COM=>Yes;DIGITAL.COM=>No;WASHINGTONPOST.COM=>Yes;COMMONSENSE.ORG=>Yes;USATODAY.COM=>Yes;NATIONALREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;FACTCHECK.ORG=>Yes,6,0,0,387,,No,No,Yes,Yes,Yes,Yes,No,Yes
9/14/22 2:03,MER9gY8QM809VGPyw5liAw**,Female,25 to 34,Non-Hispanic White,Some High School or less,Middle of the road,Independent (close to neither party),Not at all interested,Last year,2,3,2,3,3,1,3,1,3,1,2,1,3,1,3,1,3,1,3,1,3,4,4,3,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,4,,,,,,,,,,,,,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,1,;APNEWS.COM=>No;APNEWS.COM=>No;APNEWS.COM=>No;FACTCHECK.ORG=>No;WORLDNEWSDAILYREPORT.COM=>No;WASHINGTONPOST.COM=>No;COMMONSENSE.ORG=>No;NATIONALREPORT.COM=>No;NATIONALREPORT.COM=>No;USATODAY.COM=>No;DIGITAL.COM=>No;DIGITAL.COM=>No;USATODAY.COM=>No;NATIONALREPORT.COM=>No;COMMONSENSE.ORG=>No;WASHINGTONPOST.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;FACTCHECK.ORG=>No;APNEWS.COM=>No,1,0,0,476,,No,No,No,No,No,No,No,No
9/12/22 21:51,MER9gY8QM80AVLy4JdFozQ**,Male,65+,Non-Hispanic White,College Degree,Somewhat conservative,A not very strong Republican,Very interested,Last year,2,2,2,2,4,2,4,2,3,2,3,2,2,2,1,2,4,2,4,2,3,4,3,4,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,;APNEWS.COM=>No;FACTCHECK.ORG=>No;DIGITAL.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;WASHINGTONPOST.COM=>Yes;USATODAY.COM=>No;COMMONSENSE.ORG=>No;NATIONALREPORT.COM=>No,9,0,0,331,,No,No,No,No,No,Yes,Yes,No
10/10/22 15:40,MER9gY8QM80avxpbLeSVhw**,Male,55 to 64,Non-Hispanic White,College Degree,Middle of the road,"Independent, lean toward Democrat",Somewhat interested,Last year,2,2,2,2,3,2,3,2,3,2,3,2,2,2,2,2,3,2,3,2,4,5,4,5,3,4,6,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,,,,,,,,,;WORLDNEWSDAILYREPORT.COM=>No;DIGITAL.COM=>Yes;NATIONALREPORT.COM=>No;APNEWS.COM=>Yes;FACTCHECK.ORG=>Yes;WASHINGTONPOST.COM=>Yes;USATODAY.COM=>Yes;COMMONSENSE.ORG=>Yes,7,0,0,221,,No,No,Yes,Yes,Yes,Yes,Yes,Yes
10/11/22 19:06,MER9gY8QM80AY05smhSJPw**,Female,65+,Non-Hispanic White,Master's Degree,Middle of the road,"Independent, lean toward Democrat",Very interested,Last year,2,4,2,4,2,3,2,3,3,2,3,1,3,1,3,1,3,2,3,1,5,4,5,4,3,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,4,,,,,,,,,2,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;NATIONALREPORT.COM=>No;COMMONSENSE.ORG=>No;DIGITAL.COM=>No;FACTCHECK.ORG=>Yes;WORLDNEWSDAILYREPORT.COM=>No;APNEWS.COM=>Yes;USATODAY.COM=>No;WASHINGTONPOST.COM=>Yes,7,0,2,894,,No,No,Yes,No,Yes,Yes,No,No
9/17/22 13:02,MER9gY8QM80BJNFwxKdaQA**,Male,35 to 44,Non-Hispanic White,College Degree,Very conservative,"Independent, lean toward Republican",Somewhat interested,Last year,2,3,2,3,3,1,3,1,3,1,3,1,2,3,2,3,2,1,2,1,4,3,3,2,1,3,4,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;WORLDNEWSDAILYREPORT.COM=>No;DIGITAL.COM=>No;NATIONALREPORT.COM=>No;APNEWS.COM=>No;COMMONSENSE.ORG=>No;WASHINGTONPOST.COM=>No;USATODAY.COM=>No;FACTCHECK.ORG=>No,2,0,0,226,,No,No,No,No,No,No,No,No
9/13/22 2:13,MER9gY8QM80BxaEuBdPKyg**,Male,55 to 64,Non-Hispanic White,College Degree,Middle of the road,Independent (close to neither party),Very interested,Last year,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,5,6,4,6,1,5,6,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,;COMMONSENSE.ORG=>No;WASHINGTONPOST.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;APNEWS.COM=>No;USATODAY.COM=>No;FACTCHECK.ORG=>Yes;DIGITAL.COM=>No;NATIONALREPORT.COM=>No;COMMONSENSE.ORG=>No,9,0,3,355,,No,No,No,No,Yes,Yes,No,No
10/13/22 21:53,MER9gY8QM80C8GmeL8lW3g**,Female,45 to 54,Non-Hispanic White,Some High School or less,Middle of the road,A strong Republican,Somewhat interested,Last year,3,3,3,3,4,4,4,4,1,2,4,3,3,3,3,3,4,4,4,4,4,7,4,6,6,4,4,,,,,,,,,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,4,,,,,,,,,,,,,;USATODAY.COM=>Yes;COMMONSENSE.ORG=>No;APNEWS.COM=>Yes;FACTCHECK.ORG=>Yes;WASHINGTONPOST.COM=>Yes;DIGITAL.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;NATIONALREPORT.COM=>No,-1,0,0,166,,No,No,Yes,Yes,Yes,Yes,No,No
9/13/22 12:39,MER9gY8QM80cat76FlPVYg**,Male,65+,Non-Hispanic White,Master's Degree,Somewhat conservative,A not very strong Republican,Somewhat interested,Last year,1,4,1,4,2,2,2,2,3,1,4,4,1,4,1,4,4,1,4,1,4,6,5,6,1,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,;USATODAY.COM=>Yes;APNEWS.COM=>No;COMMONSENSE.ORG=>No;WORLDNEWSDAILYREPORT.COM=>No;NATIONALREPORT.COM=>No;DIGITAL.COM=>Yes;FACTCHECK.ORG=>Yes;WASHINGTONPOST.COM=>Yes,-1,0,0,278,,No,No,No,Yes,Yes,Yes,Yes,No
10/12/22 19:31,MER9gY8QM80CbClcEq4v-A**,Male,25 to 34,Non-Hispanic White,High School Graduate,Very conservative,A strong Republican,Extremely interested,Last year,2,3,2,2,3,2,3,3,4,2,4,3,2,2,2,2,4,2,4,3,4,2,4,4,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,2,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;COMMONSENSE.ORG=>No;APNEWS.COM=>No;DIGITAL.COM=>No;USATODAY.COM=>Yes;NATIONALREPORT.COM=>No;WASHINGTONPOST.COM=>No;FACTCHECK.ORG=>No;WORLDNEWSDAILYREPORT.COM=>No,1,0,0,1251,,No,No,No,Yes,No,No,No,No
