correlation_id,gender,age,education ,residency,birth_place,party,political_interest,ATTN,False1_acc,False1_bias,False1_trust,False1_favor,False2_acc,False2_bias,False2_trust,False2_favor,True1_acc,True1_bias,True1_trust,True1_favor,True2_acc,True2_bias,True2_trust,True2_favor,True3_acc,True3_bias,True3_trust,True3_favor,lagacy_media,social_media,journalist,scientist,factchecker,uni_professor,government,HL1_partisan_democracy_acc,HL1_partisan_democracy_bias,HL1_partisan_democracy_trust,HL1_partisan_democracy_favor,HL2_partisan_democracy_acc,HL2_partisan_democracy_bias,HL2_partisan_democracy_trust,HL2_partisan_democracy_favor,HL3_partisan_democracy_acc,HL3_partisan_democracy_bias,HL3_partisan_democracy_trust,HL3_partisan_democracy_favor,HL4_partisan_democracy_acc,HL4_partisan_democracy_bias,HL4_partisan_democracy_trust,HL4_partisan_democracy_favor,HL5_partisan_democracy_acc,HL5_partisan_democracy_bias,HL5_partisan_democracy_trust,HL5_partisan_democracy_favor,HL6_partisan_democracy_acc,HL6_partisan_democracy_bias,HL6_partisan_democracy_trust,HL6_partisan_democracy_favor,HL1_partisan_Beijing_acc,HL1_partisan_Beijing_bias,HL1_partisan_Beijing_trust,HL1_partisan_Beijing_favor,HL2_partisan_Beijing_acc,HL2_partisan_Beijing_bias,HL2_partisan_Beijing_trust,HL2_partisan_Beijing_favor,HL3_partisan_Beijing_acc,HL3_partisan_Beijing_bias,HL3_partisan_Beijing_trust,HL3_partisan_Beijing_favor,HL4_partisan_Beijing_acc,HL4_partisan_Beijing_bias,HL4_partisan_Beijing_trust,HL4_partisan_Beijing_favor,HL5_partisan_Beijing_acc,HL5_partisan_Beijing_bias,HL5_partisan_Beijing_trust,HL5_partisan_Beijing_favor,HL6_partisan_Beijing_acc,HL6_partisan_Beijing_bias,HL6_partisan_Beijing_trust,HL6_partisan_Beijing_favor,HL1_fake_democracy_acc,HL1_fake_democracy_bias,HL1_fake_democracy_trust,HL1_fake_democracy_favor,HL2_fake_democracy_acc,HL2_fake_democracy_bias,HL2_fake_democracy_trust,HL2_fake_democracy_favor,HL3_fake_democracy_acc,HL3_fake_democracy_bias,HL3_fake_democracy_trust,HL3_fake_democracy_favor,HL4_fake_democracy_acc,HL4_fake_democracy_bias,HL4_fake_democracy_trust,HL4_fake_democracy_favor,HL5_fake_democracy_acc,HL5_fake_democracy_bias,HL5_fake_democracy_trust,HL5_fake_democracy_favor,HL6_fake_democracy_acc,HL6_fake_democracy_bias,HL6_fake_democracy_trust,HL6_fake_democracy_favor,HL1_fake_Beijng_acc,HL1_fake_Beijng_bias,HL1_fake_Beijng_trust,HL1_fake_Beijng_favor,HL2_fake_Beijng_acc,HL2_fake_Beijng_bias,HL2_fake_Beijng_trust,HL2_fake_Beijng_favor,HL3_fake_Beijng_acc,HL3_fake_Beijng_bias,HL3_fake_Beijng_trust,HL3_fake_Beijng_favor,HL4_fake_Beijng_acc,HL4_fake_Beijng_bias,HL4_fake_Beijng_trust,HL4_fake_Beijng_favor,HL5_fake_Beijng_acc,HL5_fake_Beijng_bias,HL5_fake_Beijng_trust,HL5_fake_Beijng_favor,HL6_fake_Beijng_acc,HL6_fake_Beijng_bias,HL6_fake_Beijng_trust,HL6_fake_Beijng_favor,HL1_acc_democracy_acc,HL1_acc_democracy_bias,HL1_acc_democracy_trust,HL1_acc_democracy_favor,HL2_acc_democracy_acc,HL2_acc_democracy_bias,HL2_acc_democracy_trust,HL2_acc_democracy_favor,HL3_acc_democracy_acc,HL3_acc_democracy_bias,HL3_acc_democracy_trust,HL3_acc_democracy_favor,HL4_acc_democracy_acc,HL4_acc_democracy_bias,HL4_acc_democracy_trust,HL4_acc_democracy_favor,HL5_acc_democracy_acc,HL5_acc_democracy_bias,HL5_acc_democracy_trust,HL5_acc_democracy_favor,HL6_acc_democracy_acc,HL6_acc_democracy_bias,HL6_acc_democracy_trust,HL6_acc_democracy_favor,HL1_acc_Beijing_acc,HL1_acc_Beijing_bias,HL1_acc_Beijing_trust,HL1_acc_Beijing_favor,HL2_acc_Beijing_acc,HL2_acc_Beijing_bias,HL2_acc_Beijing_trust,HL2_acc_Beijing_favor,HL3_acc_Beijing_acc,HL3_acc_Beijing_bias,HL3_acc_Beijing_trust,HL3_acc_Beijing_favor,HL4_acc_Beijing_acc,HL4_acc_Beijing_bias,HL4_acc_Beijing_trust,HL4_acc_Beijing_favor,HL5_acc_Beijing_acc,HL5_acc_Beijing_bias,HL5_acc_Beijing_trust,HL5_acc_Beijing_favor,HL6_acc_Beijing_acc,HL6_acc_Beijing_bias,HL6_acc_Beijing_trust,HL6_acc_Beijing_favor,clicked,condition,comment_count,like,duration,treatment exposure question,Headliner,Cemeterynews,SCMP,RTHK,Factcheck_lab,HKBU_Factcheck,Media_literacy,CMEF,CMEF.ORG.HK
R_3G1E7CTUUfRkWLl,1,,6,1,1,3,3,1,3,2,3,2,3,2,3,2,2,2,2,2,3,2,3,2,3,2,3,2,2,3,2,2,2,2,1,,,,,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,;FACTCHECKLAB.ORG=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;RTHK.HK=>Yes;MEDIALITERACY.HK=>No;FACKCHECK.HKBU.EDU.HK=>No;CEMETERYNEWS.ORG=>Yes;CMEF.ORG.HK=>No;FACTCHECKLAB.ORG=>No;SCMP.COM/HK=>Yes;SCMP.COM/HK=>Yes;RTHK.HK=>Yes;MEDIALITERACY.HK=>No;CMEF.ORG.HK=>No;FACKCHECK.HKBU.EDU.HK=>No;FACKCHECK.HKBU.EDU.HK=>No;FACKCHECK.HKBU.EDU.HK=>No;CMEF.ORG.HK=>No;SCMP.COM/HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACTCHECKLAB.ORG=>No;CEMETERYNEWS.ORG=>No,7,0,0,192,2,,Yes,Yes,No,No,Yes,No,Yes,Yes
R_2AKctZNxUPWYTGC,1,3,8,1,1,3,3,1,2,3,2,3,1,4,1,4,1,4,1,4,4,1,4,1,2,3,2,3,2,1,3,6,7,4,5,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,;FACTCHECKLAB.ORG=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;MEDIALITERACY.HK=>No;CMEF.ORG.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;CEMETERYNEWS.ORG=>No;RTHK.HK=>No;SCMP.COM/HK=>No;FACKCHECK.HKBU.EDU.HK=>Yes;CEMETERYNEWS.ORG=>No;FACTCHECKLAB.ORG=>Yes;MEDIALITERACY.HK=>No;CMEF.ORG.HK=>No;RTHK.HK=>No;SCMP.COM/HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No,8,0,3,194,1,,No,No,Yes,Yes,Yes,Yes,Yes,Yes
R_2vjF9kxGyZB8nCq,1,2,6,1,1,3,3,1,4,1,4,1,3,1,3,1,2,1,2,2,4,1,4,1,3,1,3,3,4,5,4,5,4,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;CMEF.ORG.HK=>;CMEF.ORG.HK=>;CMEF.ORG.HK=>;CMEF.ORG.HK=>;CMEF.ORG.HK=>;CMEF.ORG.HK=>;CMEF.ORG.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;CMEF.ORG.HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;CEMETERYNEWS.ORG=>Yes;FACTCHECKLAB.ORG=>Yes;MEDIALITERACY.HK=>Yes;RTHK.HK=>Yes;SCMP.COM/HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;MEDIALITERACY.HK=>Yes;RTHK.HK=>Yes;CEMETERYNEWS.ORG=>Yes;FACTCHECKLAB.ORG=>Yes;CMEF.ORG.HK=>Yes;SCMP.COM/HK=>No;FACKCHECK.HKBU.EDU.HK=>Yes,9,0,8,194,2,,Yes,Yes,No,Yes,No,No,Yes,Yes
R_2YghzIw49m1om8v,1,4,6,1,1,3,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,2,3,3,2,3,3,3,3,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,2,,,,,,,,,,,,,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;MEDIALITERACY.HK=>No;FACKCHECK.HKBU.EDU.HK=>Yes;CMEF.ORG.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;CEMETERYNEWS.ORG=>No;RTHK.HK=>Yes;FACTCHECKLAB.ORG=>No;FACTCHECKLAB.ORG=>No;RTHK.HK=>Yes;CEMETERYNEWS.ORG=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;MEDIALITERACY.HK=>;MEDIALITERACY.HK=>No;MEDIALITERACY.HK=>No;FACKCHECK.HKBU.EDU.HK=>No;CMEF.ORG.HK=>No;SCMP.COM/HK=>Yes;FACKCHECK.HKBU.EDU.HK=>No;MEDIALITERACY.HK=>No;CMEF.ORG.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;CEMETERYNEWS.ORG=>No;FACTCHECKLAB.ORG=>No;SCMP.COM/HK=>Yes;RTHK.HK=>Yes,1,0,8,198,2,,No,No,No,Yes,No,No,No,Yes
R_2Xnh6Xrlaga6Dy0,1,4,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,;FACKCHECK.HKBU.EDU.HK=>No;SCMP.COM/HK=>No;CMEF.ORG.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;CEMETERYNEWS.ORG=>No;FACTCHECKLAB.ORG=>No;MEDIALITERACY.HK=>No;RTHK.HK=>No;RTHK.HK=>No;FACTCHECKLAB.ORG=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;CEMETERYNEWS.ORG=>No;SCMP.COM/HK=>No;MEDIALITERACY.HK=>No;FACKCHECK.HKBU.EDU.HK=>No;CMEF.ORG.HK=>No,8,0,0,200,2,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
R_28ILiqgnNHsu67A,1,2,5,1,1,1,3,1,3,1,2,2,4,1,3,3,2,2,2,2,2,2,2,2,3,2,3,3,2,2,3,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,;MEDIALITERACY.HK=>No;SCMP.COM/HK=>No;FACTCHECKLAB.ORG=>No;CEMETERYNEWS.ORG=>No;RTHK.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACKCHECK.HKBU.EDU.HK=>No;CMEF.ORG.HK=>No;FACKCHECK.HKBU.EDU.HK=>No,8,0,0,200,1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
R_ah15K51UO0ChjEJ,1,3,7,1,1,3,2,1,3,2,3,3,2,3,3,2,3,3,3,3,3,3,2,3,3,3,2,3,4,4,4,3,3,4,5,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;MEDIALITERACY.HK=>Yes;CEMETERYNEWS.ORG=>No;FACKCHECK.HKBU.EDU.HK=>Yes;SCMP.COM/HK=>No;FACTCHECKLAB.ORG=>Yes;CMEF.ORG.HK=>Yes;RTHK.HK=>No;MEDIALITERACY.HK=>Yes;FACTCHECKLAB.ORG=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;CMEF.ORG.HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;SCMP.COM/HK=>No;RTHK.HK=>No;CEMETERYNEWS.ORG=>No,6,0,0,207,2,,Yes,No,Yes,Yes,No,Yes,Yes,No
R_7WLhcnwTWz5UWCR,1,5,6,1,1,4,2,1,1,4,1,4,1,4,1,4,4,1,4,1,2,3,2,3,4,1,4,1,3,2,2,4,2,3,7,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;RTHK.HK=>No;CEMETERYNEWS.ORG=>No;SCMP.COM/HK=>No;CMEF.ORG.HK=>No;FACTCHECKLAB.ORG=>No;MEDIALITERACY.HK=>No;FACKCHECK.HKBU.EDU.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;CEMETERYNEWS.ORG=>No;RTHK.HK=>No;SCMP.COM/HK=>No;CMEF.ORG.HK=>No;FACTCHECKLAB.ORG=>No;FACKCHECK.HKBU.EDU.HK=>No;MEDIALITERACY.HK=>No,1,0,0,208,2,,No,No,Yes,Yes,Yes,Yes,Yes,Yes
R_210dL8Mf7giUSYT,1,3,4,1,1,3,2,1,3,2,3,3,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,3,4,4,4,4,4,4,4,,,,,,,,,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;MEDIALITERACY.HK=>No;FACKCHECK.HKBU.EDU.HK=>No;CMEF.ORG.HK=>No;CEMETERYNEWS.ORG=>No;SCMP.COM/HK=>No;RTHK.HK=>Yes;FACTCHECKLAB.ORG=>No,2,0,1,212,1,,Yes,No,No,No,No,No,No,No
R_3MSf8oiTsao5jz3,1,6,5,1,1,3,1,1,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,3,5,4,6,4,5,5,3,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;RTHK.HK=>No;SCMP.COM/HK=>Yes;CEMETERYNEWS.ORG=>No;CMEF.ORG.HK=>No;FACTCHECKLAB.ORG=>No;FACKCHECK.HKBU.EDU.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;MEDIALITERACY.HK=>No;CEMETERYNEWS.ORG=>No;RTHK.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACTCHECKLAB.ORG=>No;SCMP.COM/HK=>Yes;MEDIALITERACY.HK=>No;FACKCHECK.HKBU.EDU.HK=>Yes;CMEF.ORG.HK=>No,3,0,0,214,2,,Yes,No,Yes,No,No,Yes,No,No
R_3fpLDJ6dFV0SvLL,1,2,6,1,1,3,3,1,2,3,2,3,2,3,2,3,2,2,2,3,3,2,3,2,3,3,3,3,3,4,5,4,5,4,2,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,;RTHK.HK=>Yes;SCMP.COM/HK=>Yes;SCMP.COM/HK=>No;FACKCHECK.HKBU.EDU.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;CMEF.ORG.HK=>Yes;MEDIALITERACY.HK=>Yes;FACTCHECKLAB.ORG=>Yes;CEMETERYNEWS.ORG=>No,1,0,1,215,1,,Yes,Yes,No,No,No,No,No,No
R_3kpV3hv7sfH7AAx,1,2,3,1,1,3,3,1,1,1,2,1,2,2,2,2,1,2,1,1,3,1,3,2,3,1,3,2,4,4,3,4,6,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,;FACTCHECKLAB.ORG=>Yes;CEMETERYNEWS.ORG=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;RTHK.HK=>Yes;MEDIALITERACY.HK=>No;CMEF.ORG.HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;SCMP.COM/HK=>No,4,0,0,216,1,,No,No,No,No,No,No,No,No
R_2DSKPWUGK0ZG28e,1,4,6,1,1,3,1,1,3,1,4,1,2,3,2,3,1,4,1,4,3,2,3,2,2,2,2,2,3,4,4,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;MEDIALITERACY.HK=>No;CEMETERYNEWS.ORG=>Yes;RTHK.HK=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACKCHECK.HKBU.EDU.HK=>No;CMEF.ORG.HK=>Yes;CMEF.ORG.HK=>No;FACTCHECKLAB.ORG=>Yes;SCMP.COM/HK=>No,9,0,0,216,2,,Yes,No,No,No,No,No,No,No
R_2EhkB9ZBydIFMoX,1,3,6,1,1,1,4,1,3,1,3,1,2,1,2,1,2,2,1,2,2,1,2,1,4,1,4,1,2,3,4,3,6,4,1,,,,,,,,,,,,,,,,,,,,,4,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,;CEMETERYNEWS.ORG=>Yes;RTHK.HK=>No;SCMP.COM/HK=>No;CMEF.ORG.HK=>No;FACTCHECKLAB.ORG=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACKCHECK.HKBU.EDU.HK=>No;MEDIALITERACY.HK=>No,10,0,3,220,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
R_246pZ0WU4abk8sZ,1,2,4,1,1,4,3,1,2,2,2,2,2,2,2,2,3,1,1,1,3,2,2,4,1,3,2,2,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,;FACTCHECKLAB.ORG=>Yes;MEDIALITERACY.HK=>Yes;CEMETERYNEWS.ORG=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;SCMP.COM/HK=>Yes;CMEF.ORG.HK=>;CMEF.ORG.HK=>Yes;RTHK.HK=>Yes;SCMP.COM/HK=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;CMEF.ORG.HK=>Yes,1,0,6,220,1,,,,,,,,,
R_2THOiTyD5KdtdW7,1,2,6,1,1,3,2,1,3,2,3,3,2,3,2,3,2,3,2,2,2,2,3,2,3,2,3,3,3,4,5,4,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,;FACKCHECK.HKBU.EDU.HK=>Yes;CEMETERYNEWS.ORG=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;SCMP.COM/HK=>Yes;FACTCHECKLAB.ORG=>Yes;CMEF.ORG.HK=>No;FACKCHECK.HKBU.EDU.HK=>No;FACKCHECK.HKBU.EDU.HK=>Yes;CEMETERYNEWS.ORG=>No;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;MEDIALITERACY.HK=>No;RTHK.HK=>No,9,0,0,223,1,,No,No,No,Yes,No,No,No,No
R_p5Gn4higSmuo5PP,1,3,7,1,1,3,2,1,1,4,3,2,2,1,3,3,1,3,2,2,1,2,4,3,3,2,3,1,4,5,5,6,5,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,,,,,3,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,3,,,,,,,,,,,,,,,,,,,,,;RTHK.HK=>Yes;CEMETERYNEWS.ORG=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACKCHECK.HKBU.EDU.HK=>No;CMEF.ORG.HK=>Yes;FACTCHECKLAB.ORG=>Yes;SCMP.COM/HK=>Yes;MEDIALITERACY.HK=>No,10,0,7,223,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
R_1QyAlh9FqqMHLmP,1,5,6,1,1,4,3,1,1,3,1,3,1,4,1,3,4,1,4,1,3,2,3,2,4,1,4,1,5,2,4,6,5,6,6,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;CEMETERYNEWS.ORG=>Yes;MEDIALITERACY.HK=>Yes;CMEF.ORG.HK=>;CMEF.ORG.HK=>No;CMEF.ORG.HK=>No;SCMP.COM/HK=>No;FACKCHECK.HKBU.EDU.HK=>Yes;RTHK.HK=>Yes;FACTCHECKLAB.ORG=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;RTHK.HK=>Yes;CEMETERYNEWS.ORG=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;SCMP.COM/HK=>No;FACKCHECK.HKBU.EDU.HK=>Yes;MEDIALITERACY.HK=>Yes;CMEF.ORG.HK=>No;FACTCHECKLAB.ORG=>Yes,1,0,0,223,1,,No,No,No,Yes,Yes,Yes,Yes,Yes
R_2rUzzEVyg930HLh,1,4,6,1,1,2,3,1,3,3,2,2,2,2,3,3,2,2,3,2,3,3,2,2,2,3,2,3,6,5,6,6,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,;FACKCHECK.HKBU.EDU.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;MEDIALITERACY.HK=>Yes;CEMETERYNEWS.ORG=>Yes;SCMP.COM/HK=>No;RTHK.HK=>Yes;CMEF.ORG.HK=>No;FACTCHECKLAB.ORG=>No,1,0,0,227,2,,Yes,Yes,No,No,No,Yes,Yes,No
R_3lzd2PFYFmHp9oC,1,4,6,1,1,2,3,1,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,5,3,4,4,4,3,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,4,,,,,,,,,,,,,,,,,,,,,;CMEF.ORG.HK=>;CMEF.ORG.HK=>;CMEF.ORG.HK=>;CMEF.ORG.HK=>;CMEF.ORG.HK=>;RTHK.HK=>;RTHK.HK=>No;FACTCHECKLAB.ORG=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>No;SCMP.COM/HK=>Yes;CEMETERYNEWS.ORG=>Yes;FACKCHECK.HKBU.EDU.HK=>Yes;MEDIALITERACY.HK=>No;CMEF.ORG.HK=>No;RTHK.HK=>Yes,10,0,1,227,,,No,No,No,No,No,No,No,No
R_32RSCRp8DJTUSiH,1,3,6,1,1,3,3,1,3,3,3,3,2,3,2,3,3,3,3,2,3,3,2,3,4,2,3,3,5,4,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;RTHK.HK=>Yes;SCMP.COM/HK=>No;FACKCHECK.HKBU.EDU.HK=>Yes;RTHK.HK/TV/DTT31/PROGRAMME/HEADLINER=>Yes;FACTCHECKLAB.ORG=>Yes;CMEF.ORG.HK=>Yes;CEMETERYNEWS.ORG=>No;MEDIALITERACY.HK=>Yes,1,0,0,230,1,,Yes,No,Yes,Yes,Yes,Yes,No,Yes
